code,n_rows_total,n_turbines_seen,first_seen,last_seen,years_seen,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,median_duration_s,share_rows_with_TimeOff,is_documented,description,stopping
7104,17,4,2022-09-07 12:15:12,2025-12-21 16:05:59,2022;2023;2025,0,0,0,0,0,0,4,5,0,8,0,83.0,1.0,0,,
7105,4,2,2022-08-04 11:20:31,2025-05-01 14:11:32,2022;2025,0,0,0,0,0,0,2,0,0,2,0,2297.5,1.0,0,,
7106,373,21,2016-03-03 16:39:30,2023-05-05 11:03:45,2016-2023,31,21,77,81,70,78,14,1,0,0,0,857.0,1.0,0,,
7107,15,7,2018-06-04 10:58:36,2023-02-20 16:01:55,2018-2023,0,0,3,3,1,3,1,4,0,0,0,34.0,1.0,0,,
7110,4,1,2017-02-22 17:20:15,2017-02-23 12:50:19,2017,0,4,0,0,0,0,0,0,0,0,0,384.0,1.0,0,,
7111,13129,21,2016-02-16 16:48:12,2026-04-30 12:06:34,2016-2026,1841,1553,1099,1385,1472,1006,1980,983,776,835,199,39.0,1.0,0,,
7156,183,20,2022-05-11 12:35:27,2026-04-24 12:42:38,2022-2026,0,0,0,0,0,0,70,43,33,33,4,180.0,1.0,0,,
7157,5,4,2022-06-14 11:53:10,2024-07-24 13:19:12,2022-2024,0,0,0,0,0,0,2,2,1,0,0,8457.0,1.0,0,,
8000,1871,21,2016-01-29 03:20:51,2025-10-03 23:58:10,2016;2017;2018;2019;2021;2022;2023;2024;2025,646,224,430,174,0,51,61,58,51,176,0,919.0,1.0,1,Windspeed too high to operate,1
8108,659,21,2016-01-07 18:29:20,2026-03-03 11:35:56,2016-2026,77,76,20,70,39,132,53,37,29,123,3,315.0,1.0,0,,
8110,635,19,2016-01-19 11:37:49,2026-04-29 19:31:59,2016-2026,118,21,9,26,30,87,41,171,42,77,13,301.0,0.9984,0,,
8112,8,3,2016-08-15 16:02:23,2024-11-07 16:25:42,2016;2018;2021;2024,5,0,1,0,0,1,0,0,1,0,0,146.0,1.0,0,,
8114,58,15,2016-02-16 17:01:13,2026-03-03 11:35:56,2016;2017;2019;2020;2021;2022;2023;2024;2025;2026,7,2,0,4,1,8,11,8,9,6,2,505.5,1.0,0,,
8116,27,6,2016-08-15 16:02:27,2024-11-07 16:25:46,2016;2018;2019;2020;2021;2022;2023;2024,5,0,1,4,2,1,7,4,3,0,0,667.0,1.0,0,,
8140,2,2,2016-02-11 03:54:52,2025-04-14 09:26:27,2016;2025,1,0,0,0,0,0,0,0,0,1,0,550.0,1.0,0,,
8160,1,1,2017-08-01 15:20:20,2017-08-01 15:20:20,2017,0,1,0,0,0,0,0,0,0,0,0,521.0,1.0,0,,
8170,12,9,2016-07-01 10:39:05,2025-08-08 11:56:48,2016;2017;2018;2020;2021;2023;2025,3,1,2,0,1,2,0,2,0,1,0,85.0,1.0,0,,
8171,32,12,2016-06-30 11:58:40,2025-08-08 10:41:22,2016-2025,3,2,2,2,2,5,9,2,1,4,0,3585.5,1.0,0,,
8172,12,9,2016-07-01 10:38:59,2025-08-08 11:56:48,2016;2017;2018;2020;2021;2023;2025,3,1,2,0,1,2,0,2,0,1,0,103.5,1.0,0,,
8173,25,12,2016-06-30 11:58:48,2025-08-08 10:41:22,2016-2025,3,2,2,2,2,5,2,2,1,4,0,17594.0,1.0,0,,
8184,67,20,2016-02-01 00:29:09,2025-08-15 09:33:06,2016;2017;2018;2020;2021;2022;2023;2024;2025,11,4,6,0,5,9,19,7,3,3,0,84010.0,0.9851,0,,
8185,57,20,2016-02-01 08:52:28,2025-08-15 09:33:06,2016;2017;2018;2020;2021;2022;2023;2024;2025,4,1,6,0,5,9,19,7,3,3,0,98444.0,0.9825,0,,
8186,169,21,2016-05-02 14:33:36,2025-10-24 16:05:39,2016-2025,23,13,9,6,20,25,29,26,4,14,0,46667.5,0.9941,0,,
8187,157,21,2016-05-05 15:16:40,2025-10-24 16:05:39,2016-2025,13,6,9,6,20,26,29,30,4,14,0,47982.5,0.9936,0,,
8188,4,3,2016-06-24 16:11:29,2018-07-28 13:36:39,2016;2018,2,0,2,0,0,0,0,0,0,0,0,374002.0,1.0,0,,
8189,4,3,2019-08-12 03:05:00,2024-10-17 06:23:12,2019;2020;2022;2024,0,0,0,1,1,0,1,0,1,0,0,153059.5,1.0,0,,
8228,569,9,2022-06-23 11:57:11,2026-04-30 22:44:29,2022-2026,0,0,0,0,0,0,35,9,31,105,389,136.0,1.0,0,,
8230,871,21,2016-01-27 18:48:36,2026-04-05 00:07:14,2016-2026,51,120,39,144,34,91,66,82,82,44,118,7540.0,1.0,1,Ice detection: Low torque,1
8232,41,2,2017-08-04 06:09:00,2025-08-14 20:45:55,2017;2019;2025,0,35,0,1,0,0,0,0,0,5,0,1860.0,1.0,0,,
8260,160,20,2020-10-31 14:10:08,2025-10-04 01:09:48,2020-2025,0,0,0,0,1,33,26,10,24,66,0,689.5,1.0,0,,
8455,2,2,2020-01-18 04:04:23,2024-01-12 23:19:21,2020;2024,0,0,0,0,1,0,0,0,1,0,0,116400.0,1.0,0,,
8770,106,21,2025-07-07 09:09:47,2026-04-26 14:01:44,2025-2026,0,0,0,0,0,0,0,0,0,52,54,3.0,1.0,0,,
9101,114,21,2016-09-07 10:46:25,2025-09-27 02:04:37,2016;2017;2018;2019;2020;2022;2024;2025,36,4,31,14,10,0,7,0,7,5,0,2937.0,0.9912,0,,
9105,14,5,2017-02-23 12:52:37,2026-01-21 17:25:44,2017;2018;2019;2024;2025;2026,0,1,3,2,0,0,0,0,5,2,1,1893.5,1.0,0,,
9107,17,4,2017-02-22 17:20:17,2024-07-09 12:58:53,2017;2018;2019;2024,0,4,8,2,0,0,0,0,3,0,0,229.0,1.0,0,,
9111,227,21,2016-09-07 10:46:25,2025-09-27 02:04:37,2016;2017;2018;2019;2020;2021;2022;2024;2025,56,4,31,15,60,21,28,0,7,5,0,369.0,0.9912,0,,
9113,136,20,2017-09-14 15:24:32,2026-02-16 13:47:28,2017-2026,0,2,17,12,22,2,28,18,4,30,1,108.0,1.0,0,,
9300,14,5,2017-02-22 17:20:21,2026-03-25 09:38:02,2017;2019;2022;2025;2026,0,5,0,1,0,0,1,0,0,2,5,331.5,1.0,0,,
9303,1139,21,2016-01-11 10:26:40,2026-04-14 12:18:20,2016-2026,208,87,123,133,105,124,89,90,120,51,9,67.0,1.0,0,,
9304,477,21,2016-02-16 15:17:11,2026-04-29 09:10:46,2016-2026,81,42,56,50,57,43,47,51,17,29,4,111.0,1.0,0,,
9305,148,21,2016-03-10 15:31:09,2025-07-24 11:44:14,2016-2025,21,21,21,18,20,11,18,13,3,2,0,312.5,1.0,0,,
9306,831,21,2016-01-11 10:26:55,2026-04-29 09:07:50,2016-2026,201,38,52,94,65,98,73,82,72,40,16,88.0,1.0,0,,
9309,20,2,2019-03-28 14:05:17,2020-06-23 09:09:04,2019-2020,0,0,0,9,11,0,0,0,0,0,0,4.5,1.0,0,,
10100,18,8,2016-03-25 09:21:57,2025-09-27 02:04:37,2016;2017;2018;2019;2021;2022;2025,1,5,1,1,0,2,3,0,0,5,0,581.5,1.0,0,,
10101,14,3,2016-06-19 06:59:36,2023-12-03 17:57:12,2016;2019;2023,5,0,0,4,0,0,0,5,0,0,0,495.0,1.0,0,,
10103,6,1,2020-05-08 10:05:59,2020-05-26 07:12:45,2020,0,0,0,0,6,0,0,0,0,0,0,1138.5,1.0,0,,
10104,58,4,2018-08-07 13:50:22,2025-09-27 02:04:40,2018;2022;2023;2025,0,0,1,0,0,0,35,9,0,13,0,90.5,1.0,0,,
10105,6690,21,2016-01-10 16:46:26,2026-04-30 20:19:30,2016-2026,645,403,749,703,837,634,618,805,583,621,92,555.0,1.0,1,"Stopped, untwisting cables",1
10106,5,2,2017-06-02 02:14:10,2020-07-16 21:55:41,2017;2020,0,1,0,0,4,0,0,0,0,0,0,648667.0,1.0,0,,
10109,9,2,2023-12-23 08:17:23,2024-01-12 09:16:42,2023-2024,0,0,0,0,0,0,0,5,4,0,0,646.0,1.0,0,,
10115,1,1,2016-06-26 08:36:52,2016-06-26 08:36:52,2016,1,0,0,0,0,0,0,0,0,0,0,44.0,1.0,0,,
10118,1247,21,2016-01-29 08:31:16,2026-04-20 08:03:45,2016-2026,50,71,106,52,96,146,257,111,118,212,28,600.0,1.0,0,,
10125,18,8,2016-03-27 02:51:12,2016-07-12 12:27:30,2016,18,0,0,0,0,0,0,0,0,0,0,80.5,1.0,0,,
10127,54,14,2016-09-17 08:42:31,2025-09-27 02:04:37,2016;2017;2018;2020;2021;2022;2023;2025,1,13,8,0,11,3,1,4,0,13,0,240.0,1.0,0,,
10128,198,20,2016-02-01 16:08:11,2026-04-16 15:03:36,2016-2026,30,25,24,6,13,20,20,12,18,26,4,3422.5,1.0,0,,
10200,44,4,2020-03-04 01:00:03,2024-04-28 10:21:06,2020;2021;2022;2024,0,0,0,0,6,9,23,0,6,0,0,518.0,0.9318,0,,
10400,226,21,2016-09-12 06:35:21,2025-12-06 16:06:11,2016-2025,4,26,2,7,6,12,55,70,29,15,0,300.0,1.0,0,,
10401,9,4,2017-02-22 10:56:55,2023-10-30 03:20:45,2017;2022;2023,0,2,0,0,0,0,4,3,0,0,0,1786.0,1.0,0,,
10408,12,10,2025-02-19 11:58:44,2026-04-07 20:46:57,2025-2026,0,0,0,0,0,0,0,0,0,6,6,89.0,1.0,0,,
12109,107,20,2017-02-01 15:21:02,2025-09-27 02:04:39,2017;2018;2021;2022;2023;2025,0,1,5,0,0,9,69,18,0,5,0,204.0,1.0,0,,
12110,3,3,2020-07-14 15:06:03,2025-08-30 10:00:25,2020;2023;2025,0,0,0,0,1,0,0,1,0,1,0,437.0,1.0,0,,
12111,4,3,2020-07-14 15:06:05,2025-08-30 10:00:27,2020;2023;2025,0,0,0,0,2,0,0,1,0,1,0,246.0,1.0,0,,
12112,188,21,2020-07-13 11:28:08,2026-03-26 12:57:53,2020-2026,0,0,0,0,26,15,27,18,37,45,20,23.0,1.0,0,,
12114,2,1,2025-08-30 10:00:25,2025-08-30 11:02:08,2025,0,0,0,0,0,0,0,0,0,2,0,370.5,1.0,0,,
12115,105,21,2020-07-13 11:33:08,2026-03-26 12:58:35,2020;2021;2022;2024;2025;2026,0,0,0,0,22,17,19,0,22,3,22,15.0,1.0,0,,
12120,211,21,2020-07-13 11:22:18,2026-03-26 12:59:19,2020-2026,0,0,0,0,44,25,24,18,34,47,19,28.0,1.0,0,,
13000,7,7,2016-11-13 11:37:38,2021-06-03 07:43:03,2016;2019;2021,5,0,0,1,0,1,0,0,0,0,0,338.0,1.0,0,,
13104,104,15,2016-02-09 08:32:10,2025-08-17 12:45:48,2016-2025,18,23,17,2,7,1,11,13,6,6,0,99.5,1.0,0,,
13106,9,3,2016-04-01 13:33:14,2021-04-21 11:50:58,2016;2017;2019;2021,3,2,0,1,0,3,0,0,0,0,0,76.0,1.0,0,,
13110,115,20,2016-12-14 10:07:06,2026-02-27 01:09:54,2016;2018;2019;2020;2021;2022;2023;2024;2025;2026,1,0,6,8,27,25,12,7,19,8,2,41304.0,0.9913,0,,
13112,11,5,2021-07-13 08:05:53,2024-07-27 00:44:51,2021-2024,0,0,0,0,0,6,3,1,1,0,0,45.0,1.0,0,,
13113,11,5,2021-07-13 08:05:46,2024-07-27 00:50:07,2021-2024,0,0,0,0,0,6,3,1,1,0,0,43.0,1.0,0,,
13114,11,5,2021-07-13 08:05:53,2024-07-27 00:44:15,2021-2024,0,0,0,0,0,6,3,1,1,0,0,41.0,1.0,0,,
13121,145,21,2016-02-17 23:50:06,2024-10-24 12:51:12,2016;2017;2018;2019;2020;2021;2022;2024,80,20,18,4,12,8,2,0,1,0,0,30.0,1.0,0,,
13122,174,21,2016-02-17 23:30:08,2024-10-24 12:51:12,2016;2017;2018;2019;2020;2021;2022;2024,109,12,20,4,11,8,9,0,1,0,0,27.0,0.9943,0,,
13135,9,5,2016-12-14 10:07:06,2025-09-27 02:04:37,2016;2018;2021;2025,1,0,1,0,0,6,0,0,0,1,0,143.5,0.8889,0,,
13136,36,12,2017-04-09 13:27:37,2026-01-15 11:52:38,2017;2018;2019;2020;2022;2023;2024;2026,0,3,6,15,7,0,1,1,2,0,1,1447.5,1.0,0,,
13140,679,21,2016-01-29 06:56:31,2018-03-22 03:20:47,2016-2018,361,241,77,0,0,0,0,0,0,0,0,0.0,1.0,0,,
13150,26,17,2016-01-29 05:49:57,2023-07-02 09:40:32,2016;2023,25,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0,,
13166,4,1,2020-07-05 01:24:58,2020-07-05 09:17:16,2020,0,0,0,0,4,0,0,0,0,0,0,5030.0,1.0,0,,
13167,104,21,2016-02-17 23:31:14,2024-10-24 12:51:12,2016;2017;2018;2022;2024,61,17,17,0,0,0,8,0,1,0,0,296.0,0.9904,0,,
13170,11,5,2021-07-13 03:10:50,2024-07-22 12:54:02,2021-2024,0,0,0,0,0,6,2,1,2,0,0,1185.0,1.0,0,,
13172,22,13,2020-05-25 05:31:15,2025-12-02 22:15:09,2020-2025,0,0,0,0,4,9,3,1,3,2,0,33207.5,1.0,0,,
13200,12,5,2021-07-13 03:00:00,2024-07-22 12:27:42,2021-2024,0,0,0,0,0,6,3,1,2,0,0,645.5,1.0,0,,
13202,1,1,2021-07-13 08:04:48,2021-07-13 08:04:48,2021,0,0,0,0,0,1,0,0,0,0,0,4817.0,1.0,0,,
13207,41,18,2016-12-14 10:07:06,2026-04-13 09:54:29,2016-2026,1,2,2,2,4,13,4,5,4,2,2,477.0,0.9756,0,,
13216,133,21,2016-02-17 23:30:19,2024-10-24 12:51:12,2016-2024,47,30,19,9,9,9,7,1,2,0,0,536.0,0.9925,0,,
13217,13,6,2016-12-14 10:07:07,2025-09-27 02:04:42,2016;2017;2018;2021;2024;2025,1,1,1,0,0,8,0,0,1,1,0,115.0,0.9231,0,,
13219,12,5,2021-07-03 00:22:15,2024-07-22 12:12:52,2021-2024,0,0,0,0,0,6,3,1,2,0,0,697.0,1.0,0,,
13224,10,10,2018-12-14 19:44:25,2024-08-12 09:31:44,2018;2020;2021;2023;2024,0,0,2,0,2,3,0,1,2,0,0,664592.0,0.9,0,,
13225,28,9,2018-12-15 23:37:16,2024-08-13 11:32:01,2018;2020;2021;2022;2023;2024,0,0,1,0,4,9,2,3,9,0,0,27580.0,0.9643,0,,
13294,207,21,2016-11-17 20:07:12,2026-03-25 10:17:13,2016-2026,2,30,18,11,23,17,45,14,12,32,3,75276.0,1.0,0,,
13301,3,1,2025-08-30 10:00:31,2025-08-30 11:02:14,2025,0,0,0,0,0,0,0,0,0,3,0,297.0,1.0,0,,
13302,12,3,2020-07-07 17:57:44,2025-08-30 11:03:03,2020;2022;2025,0,0,0,0,8,0,1,0,0,3,0,119.5,1.0,0,,
13303,16,3,2020-07-07 18:03:16,2025-08-30 11:03:03,2020;2022;2025,0,0,0,0,11,0,2,0,0,3,0,52.5,1.0,0,,
13309,285,21,2016-04-01 07:40:50,2026-04-22 22:50:37,2016-2026,2,2,11,1,11,10,59,40,42,89,18,295.0,0.993,0,,
13311,245,21,2016-04-01 07:40:57,2026-03-25 09:37:58,2016-2026,2,1,13,1,11,9,55,59,29,52,13,103.0,0.9959,0,,
13314,207,21,2016-12-19 12:50:14,2026-04-23 14:02:27,2016;2018;2019;2020;2021;2022;2023;2024;2025;2026,1,0,3,1,5,12,76,6,45,42,16,391.0,0.9952,0,,
13315,7,4,2022-09-03 07:05:36,2025-12-17 16:18:43,2022;2024;2025,0,0,0,0,0,0,1,0,1,5,0,1353.0,1.0,0,,
13317,497,21,2016-09-14 10:25:16,2021-10-25 13:20:12,2016-2021,17,44,160,124,47,105,0,0,0,0,0,152.5,0.998,0,,
13319,107,20,2018-01-19 17:35:34,2025-09-27 02:04:37,2018;2021;2022;2023;2025,0,0,5,0,0,11,68,18,0,5,0,196.0,0.9907,0,,
13320,113,20,2018-01-19 17:35:34,2025-09-27 02:04:37,2018;2021;2022;2023;2025,0,0,5,0,0,11,73,18,0,6,0,180.5,0.9912,0,,
13325,813,21,2016-02-01 21:40:19,2026-02-18 11:47:10,2016-2026,51,109,291,45,63,80,28,53,50,2,41,141.0,0.9975,0,,
13329,280,21,2020-04-13 08:01:41,2026-04-23 14:02:27,2020-2026,0,0,0,0,11,6,84,70,58,35,16,320.0,1.0,0,,
13344,4,4,2018-12-26 01:48:25,2024-10-24 18:02:53,2018;2019;2023;2024,0,0,1,1,0,0,0,1,1,0,0,102960.5,1.0,0,,
13345,17,6,2018-12-24 11:13:25,2025-09-25 14:10:38,2018;2020;2022;2023;2024;2025,0,0,1,0,3,0,8,1,1,3,0,100.0,1.0,0,,
13387,40,16,2019-07-17 15:26:35,2025-12-02 21:57:07,2019-2025,0,0,0,3,5,16,7,1,5,3,0,82196.0,1.0,0,,
13400,213,17,2016-01-29 07:39:23,2026-02-16 13:47:28,2016;2017;2018;2019;2020;2022;2023;2024;2025;2026,35,99,56,1,4,0,6,5,2,4,1,120.0,1.0,0,,
13411,202,21,2017-06-26 10:52:28,2026-04-13 07:13:26,2017-2026,0,3,22,21,21,20,26,22,28,21,18,169.0,0.995,0,,
13412,189,21,2017-08-02 14:05:20,2026-04-13 07:46:35,2017-2026,0,2,21,21,21,21,21,21,22,21,18,40.0,1.0,0,,
13900,1416,21,2016-01-03 09:35:26,2026-04-28 08:17:09,2016-2026,221,102,158,102,155,179,113,104,129,97,56,215.0,1.0,0,,
13902,5898,21,2016-01-03 09:08:33,2026-04-30 10:15:49,2016-2026,662,576,728,485,586,607,557,429,704,395,169,62.0,0.9998,0,,
13906,253,21,2018-04-10 17:29:38,2026-04-01 13:48:40,2018-2026,0,0,32,42,57,39,23,17,19,12,12,27.0,1.0,0,,
13907,257,21,2018-04-10 17:28:26,2026-04-01 13:48:40,2018-2026,0,0,33,45,56,40,23,17,19,12,12,27.0,1.0,0,,
13908,81,19,2018-04-10 17:29:31,2026-03-26 12:32:37,2018-2026,0,0,12,12,11,3,14,5,9,12,3,68.0,1.0,0,,
13909,130,19,2018-04-10 17:28:39,2026-03-01 00:47:50,2018-2026,0,0,9,39,29,9,13,7,10,12,2,121.0,1.0,0,,
13910,52,15,2018-04-09 10:33:52,2026-02-16 13:47:27,2018;2019;2020;2022;2023;2024;2025;2026,0,0,20,2,6,0,9,6,2,6,1,2.0,1.0,0,,
13911,20,12,2020-10-28 07:28:57,2026-02-27 01:09:55,2020;2022;2023;2024;2025;2026,0,0,0,0,2,0,4,5,5,2,2,90915.0,1.0,0,,
14001,5275,21,2016-01-11 10:43:19,2026-04-30 10:15:54,2016-2026,573,664,710,424,438,442,677,394,473,401,79,391.0,0.9998,0,,
14003,1,1,2018-01-17 12:56:01,2018-01-17 12:56:01,2018,0,0,1,0,0,0,0,0,0,0,0,61.0,1.0,0,,
14004,116,21,2016-06-30 04:51:48,2025-03-31 07:30:55,2016;2018;2019;2020;2021;2022;2023;2024;2025,9,0,2,4,23,10,19,18,22,9,0,4.0,1.0,0,,
14006,52,11,2017-02-01 12:26:15,2023-11-24 10:38:25,2017-2023,0,9,22,1,5,10,2,3,0,0,0,62.0,0.9808,0,,
14008,1,1,2018-01-17 12:56:01,2018-01-17 12:56:01,2018,0,0,1,0,0,0,0,0,0,0,0,61.0,1.0,0,,
14009,1,1,2018-01-17 12:56:01,2018-01-17 12:56:01,2018,0,0,1,0,0,0,0,0,0,0,0,61.0,1.0,0,,
14010,2,2,2018-01-17 12:56:01,2021-02-03 15:46:30,2018;2021,0,0,1,0,0,1,0,0,0,0,0,61.5,1.0,0,,
14011,3,3,2018-01-17 12:56:01,2023-01-14 08:11:20,2018;2021;2023,0,0,1,0,0,1,0,1,0,0,0,62.0,1.0,0,,
14012,3,3,2018-01-17 12:56:01,2023-01-14 08:11:20,2018;2021;2023,0,0,1,0,0,1,0,1,0,0,0,62.0,1.0,0,,
14013,3,3,2018-01-17 12:56:01,2023-01-14 08:11:20,2018;2021;2023,0,0,1,0,0,1,0,1,0,0,0,62.0,1.0,0,,
14016,8,8,2016-11-14 10:49:10,2023-01-15 09:36:09,2016-2023,1,1,1,1,1,1,1,1,0,0,0,22.0,1.0,0,,
14026,7,1,2018-02-28 17:57:32,2021-04-06 11:37:59,2018;2019;2021,0,0,3,2,0,2,0,0,0,0,0,7.0,1.0,0,,
14031,3,3,2020-05-22 15:46:44,2023-02-20 02:37:06,2020;2021;2023,0,0,0,0,1,1,0,1,0,0,0,45.0,1.0,0,,
14033,11,6,2020-10-28 07:28:57,2024-05-06 15:52:29,2020;2021;2023;2024,0,0,0,0,1,7,0,2,1,0,0,65.0,1.0,0,,
14035,11,7,2018-12-15 22:56:14,2026-02-24 16:18:38,2018;2019;2020;2021;2022;2023;2024;2026,0,0,1,1,1,4,1,1,1,0,1,45.0,1.0,0,,
14038,488,21,2016-01-03 09:08:34,2026-02-18 15:44:26,2016-2026,44,43,15,40,31,38,28,37,168,43,1,65.0,1.0,0,,
14040,22,5,2017-09-01 23:07:02,2021-04-04 16:15:05,2017;2018;2020;2021,0,13,6,0,1,2,0,0,0,0,0,65.0,1.0,0,,
14042,10,7,2019-07-01 13:06:07,2022-12-26 12:51:17,2019-2022,0,0,0,1,4,4,1,0,0,0,0,65.5,1.0,0,,
14044,8,7,2018-10-24 05:19:19,2025-07-14 23:09:42,2018;2019;2020;2021;2022;2024;2025,0,0,1,1,2,1,1,0,1,1,0,18550.5,1.0,0,,
14046,1,1,2020-10-30 13:48:36,2020-10-30 13:48:36,2020,0,0,0,0,1,0,0,0,0,0,0,102.0,1.0,0,,
14047,117,21,2016-06-30 04:51:48,2025-03-31 07:30:55,2016;2018;2019;2020;2021;2022;2023;2024;2025,9,0,2,5,17,4,20,18,27,15,0,8.0,1.0,0,,
14049,5,4,2018-03-14 12:43:34,2024-08-13 19:36:54,2018;2021;2022;2023;2024,0,0,1,0,0,1,1,1,1,0,0,51.0,1.0,0,,
14051,4,4,2018-01-30 17:48:46,2022-05-25 18:16:52,2018;2021;2022,0,0,2,0,0,1,1,0,0,0,0,46.5,1.0,0,,
14053,10,7,2020-04-01 13:25:20,2026-02-27 01:09:55,2020;2021;2022;2024;2025;2026,0,0,0,0,5,1,1,0,1,1,1,42.0,1.0,0,,
14055,11,3,2020-10-30 13:48:36,2023-01-14 08:16:22,2020;2022;2023,0,0,0,0,1,0,5,5,0,0,0,31.0,1.0,0,,
14056,120,21,2016-06-30 04:51:48,2025-03-31 07:30:55,2016;2018;2019;2020;2021;2022;2023;2024;2025,9,0,2,6,17,4,20,18,29,15,0,9.0,1.0,0,,
14099,1,1,2023-01-14 08:11:20,2023-01-14 08:11:20,2023,0,0,0,0,0,0,0,1,0,0,0,16.0,1.0,0,,
14111,372,21,2016-02-17 23:30:10,2026-04-01 13:49:02,2016-2026,79,12,38,46,63,46,31,18,18,13,8,19.5,1.0,0,,
14141,25,1,2018-07-27 12:07:00,2018-07-31 10:24:07,2018,0,0,25,0,0,0,0,0,0,0,0,309.0,1.0,0,,
14147,51,21,2016-11-08 19:24:42,2023-02-27 15:46:08,2016;2018;2019;2021;2023,22,0,1,1,0,25,0,2,0,0,0,224.0,1.0,0,,
14151,1,1,2018-01-17 12:56:01,2018-01-17 12:56:01,2018,0,0,1,0,0,0,0,0,0,0,0,76.0,1.0,0,,
14152,1,1,2018-01-17 12:56:01,2018-01-17 12:56:01,2018,0,0,1,0,0,0,0,0,0,0,0,76.0,1.0,0,,
14182,65,16,2016-11-11 10:00:26,2026-03-26 14:48:47,2016;2019;2020;2024;2026,37,0,0,3,9,0,0,0,11,0,5,209.0,1.0,0,,
14183,67,16,2016-11-11 10:00:26,2026-03-26 14:48:54,2016;2019;2020;2024;2026,38,0,0,4,8,0,0,0,11,0,6,168.0,1.0,0,,
14185,68,16,2016-11-11 10:00:26,2026-03-26 14:48:39,2016;2019;2020;2024;2026,38,0,0,3,12,0,0,0,11,0,4,186.5,1.0,0,,
14186,70,16,2016-11-11 10:00:26,2026-03-26 14:48:37,2016;2019;2020;2024;2026,38,0,0,3,14,0,0,0,11,0,4,166.5,1.0,0,,
14187,4,2,2019-04-16 11:15:43,2020-07-05 12:00:33,2019-2020,0,0,0,2,2,0,0,0,0,0,0,491.5,1.0,0,,
14188,80,16,2016-11-11 10:00:26,2026-04-01 13:48:05,2016;2019;2020;2024;2026,39,0,0,3,9,0,0,0,10,0,19,128.5,1.0,0,,
14189,87,16,2016-11-11 10:00:26,2026-04-01 13:48:07,2016;2019;2020;2024;2026,40,0,0,3,10,0,0,0,14,0,20,117.0,1.0,0,,
14190,4,2,2019-04-16 11:15:43,2020-07-05 12:00:32,2019-2020,0,0,0,2,2,0,0,0,0,0,0,491.0,1.0,0,,
14209,21,2,2018-07-26 14:50:43,2020-03-27 13:47:59,2018;2020,0,0,14,0,7,0,0,0,0,0,0,82.0,1.0,0,,
14213,14,6,2018-10-24 05:19:27,2022-09-25 08:20:44,2018;2020;2022,0,0,4,0,8,0,2,0,0,0,0,14138.5,1.0,0,,
14214,12,2,2018-12-14 19:26:24,2026-03-26 12:39:59,2018;2020;2026,0,0,2,0,2,0,0,0,0,0,8,83.0,1.0,0,,
14241,3,1,2020-07-05 01:21:31,2021-07-28 00:40:35,2020-2021,0,0,0,0,2,1,0,0,0,0,0,124.0,1.0,0,,
14247,1,1,2017-07-17 06:58:26,2017-07-17 06:58:26,2017,0,1,0,0,0,0,0,0,0,0,0,86.0,1.0,0,,
14248,1,1,2020-08-02 08:35:44,2020-08-02 08:35:44,2020,0,0,0,0,1,0,0,0,0,0,0,86.0,1.0,0,,
14251,1,1,2021-08-25 16:32:08,2021-08-25 16:32:08,2021,0,0,0,0,0,1,0,0,0,0,0,66.0,1.0,0,,
14257,1,1,2016-11-25 22:12:09,2016-11-25 22:12:09,2016,1,0,0,0,0,0,0,0,0,0,0,87.0,1.0,0,,
14259,2,2,2017-12-26 20:08:34,2024-04-23 06:19:47,2017;2024,0,1,0,0,0,0,0,0,1,0,0,87.0,1.0,0,,
14261,2,1,2026-03-24 00:00:14,2026-03-24 00:02:11,2026,0,0,0,0,0,0,0,0,0,0,2,88.5,1.0,0,,
14268,2,2,2018-09-30 13:29:43,2024-06-16 00:51:13,2018;2024,0,0,1,0,0,0,0,0,1,0,0,87.5,1.0,0,,
14302,723,21,2016-01-03 09:08:34,2026-04-13 07:46:36,2016-2026,51,46,46,59,41,70,43,72,229,49,17,92.0,1.0,0,,
15000,34,16,2016-06-30 04:51:48,2016-06-30 11:46:59,2016,34,0,0,0,0,0,0,0,0,0,0,785.5,1.0,0,,
15001,5665,21,2016-01-11 10:43:20,2026-04-30 10:15:53,2016-2026,597,714,749,498,481,463,760,412,487,422,82,174.0,0.9998,0,,
15004,172,21,2016-06-30 04:51:48,2025-03-31 07:30:56,2016-2025,52,4,3,8,24,11,20,19,24,7,0,7.5,1.0,0,,
15006,39,13,2017-01-28 08:57:39,2024-08-12 09:41:41,2017;2018;2019;2020;2021;2023;2024,0,2,6,2,6,20,0,1,2,0,0,60.0,0.9744,0,,
15015,4,3,2017-11-14 19:10:41,2025-09-23 11:48:28,2017;2025,0,1,0,0,0,0,0,0,0,3,0,337.5,1.0,0,,
15016,7,5,2017-11-10 13:52:11,2023-02-27 15:30:26,2017;2018;2021;2023,0,1,1,0,0,3,0,2,0,0,0,22.0,1.0,0,,
15018,36,15,2016-11-11 10:31:08,2016-12-05 13:03:49,2016,36,0,0,0,0,0,0,0,0,0,0,49.5,1.0,0,,
15020,36,15,2016-11-11 10:31:08,2016-12-05 13:03:49,2016,36,0,0,0,0,0,0,0,0,0,0,49.5,1.0,0,,
