code,n_rows_total,n_turbines_seen,first_seen,last_seen,years_seen,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,median_duration_s,share_rows_with_TimeOff,is_documented,description,stopping
15026,12,3,2018-01-19 18:51:34,2021-04-06 11:37:59,2018;2019;2021,0,0,9,1,0,2,0,0,0,0,0,91.0,1.0,0,,
15027,44,21,2016-11-08 19:21:51,2016-12-05 13:03:47,2016,44,0,0,0,0,0,0,0,0,0,0,184.5,1.0,0,,
15029,26,9,2016-11-13 11:36:53,2016-12-05 13:03:44,2016,26,0,0,0,0,0,0,0,0,0,0,50.5,1.0,0,,
15031,25,14,2016-06-30 04:51:50,2024-10-24 04:02:12,2016-2024,3,1,2,2,4,3,3,2,5,0,0,7.0,1.0,0,,
15032,38,3,2016-11-15 11:36:08,2023-07-09 11:08:46,2016;2017;2023,18,8,0,0,0,0,0,12,0,0,0,65.0,1.0,0,,
15033,52,16,2016-06-30 04:51:48,2025-03-31 07:30:54,2016;2018;2019;2020;2021;2022;2023;2024;2025,3,0,1,1,6,23,3,8,5,2,0,64.0,1.0,0,,
15034,2,1,2020-09-03 07:31:12,2020-09-03 08:15:48,2020,0,0,0,0,2,0,0,0,0,0,0,544.5,1.0,0,,
15035,32,18,2019-07-01 13:06:07,2025-07-14 23:09:43,2019-2025,0,0,0,1,4,5,4,6,9,3,0,6.0,1.0,0,,
15037,7,1,2021-02-04 19:00:49,2021-02-05 07:15:06,2021,0,0,0,0,0,7,0,0,0,0,0,65.0,1.0,0,,
15038,391,21,2016-01-03 09:08:34,2025-09-10 13:49:51,2016-2025,36,40,11,32,21,23,18,24,147,39,0,64.0,1.0,0,,
15040,3,3,2019-07-01 13:06:07,2025-07-14 23:09:43,2019;2021;2025,0,0,0,1,0,1,0,0,0,1,0,6.0,1.0,0,,
15042,22,11,2016-06-30 04:51:48,2026-02-27 01:09:55,2016;2018;2020;2021;2022;2024;2026,2,0,2,0,2,11,3,0,1,0,1,55.5,1.0,0,,
15044,10,8,2019-07-05 14:50:40,2023-01-06 09:10:14,2019;2020;2021;2023,0,0,0,1,6,2,0,1,0,0,0,27.0,1.0,0,,
15047,137,21,2016-02-01 22:25:04,2025-09-10 13:49:49,2016-2025,8,2,3,8,17,4,19,20,37,19,0,8.0,1.0,0,,
15049,24,14,2016-06-30 04:51:50,2024-06-13 02:07:22,2016;2018;2019;2020;2021;2022;2023;2024,2,0,1,1,8,3,5,1,3,0,0,8.0,1.0,0,,
15051,15,11,2016-06-30 04:51:48,2026-02-27 01:09:55,2016;2018;2020;2022;2023;2024;2026,1,0,1,0,4,0,3,1,4,0,1,9.0,1.0,0,,
15053,16,12,2020-04-01 13:25:22,2025-08-04 11:29:06,2020-2025,0,0,0,0,2,2,3,2,4,3,0,46.0,1.0,0,,
15056,88,21,2016-01-29 12:51:47,2025-03-31 07:30:56,2016;2018;2019;2020;2021;2022;2023;2024;2025,8,0,2,4,10,2,12,15,22,13,0,9.0,1.0,0,,
15093,18,18,2017-06-26 09:55:00,2017-06-26 09:55:02,2017,0,18,0,0,0,0,0,0,0,0,0,13.0,1.0,0,,
15111,294,21,2016-02-17 23:53:18,2026-04-01 13:49:02,2016-2026,18,21,30,44,59,40,19,19,20,12,12,13.0,1.0,0,,
15133,45,7,2016-08-19 12:45:47,2025-09-10 17:08:04,2016;2022;2023;2025,2,0,0,0,0,0,15,26,0,2,0,54.0,1.0,0,,
15136,2,1,2016-11-16 11:18:56,2016-11-16 11:23:37,2016,2,0,0,0,0,0,0,0,0,0,0,145.5,1.0,0,,
15137,2,1,2016-11-16 11:18:56,2016-11-16 11:23:36,2016,2,0,0,0,0,0,0,0,0,0,0,146.0,1.0,0,,
15147,26,21,2019-02-06 14:02:42,2023-02-27 15:47:41,2019;2021;2023,0,0,0,1,0,23,0,2,0,0,0,82.0,1.0,0,,
15148,2,2,2018-02-04 09:15:13,2021-04-24 06:12:22,2018;2021,0,0,1,0,0,1,0,0,0,0,0,12.5,1.0,0,,
15149,14,8,2017-02-01 12:41:41,2022-01-29 10:52:31,2017;2018;2020;2021;2022,0,3,6,0,1,3,1,0,0,0,0,77.0,1.0,0,,
15182,80,16,2016-11-11 10:00:26,2026-03-26 14:48:29,2016;2019;2020;2021;2024;2026,25,0,0,5,22,11,0,0,13,0,4,119.5,1.0,0,,
15183,80,16,2016-11-11 10:00:26,2026-03-26 14:48:26,2016;2019;2020;2021;2024;2026,26,0,0,5,23,9,0,0,13,0,4,116.0,1.0,0,,
15185,81,16,2016-11-11 10:00:26,2026-03-26 14:48:54,2016;2018;2019;2020;2021;2024;2026,26,0,8,5,21,5,0,0,11,0,5,108.0,1.0,0,,
15186,79,16,2016-11-11 10:00:26,2026-03-26 14:48:54,2016;2018;2019;2020;2021;2024;2026,26,0,8,5,21,3,0,0,11,0,5,115.0,1.0,0,,
15187,21,4,2016-11-13 12:24:56,2024-10-24 13:35:59,2016;2019;2020;2021;2024,8,0,0,1,2,8,0,0,2,0,0,85.0,1.0,0,,
15188,72,16,2016-11-11 10:00:26,2026-03-26 14:48:54,2016;2019;2020;2021;2024;2026,26,0,0,5,19,5,0,0,12,0,5,99.5,1.0,0,,
15189,74,16,2016-11-11 10:00:26,2026-03-26 14:48:54,2016;2019;2020;2021;2024;2026,26,0,0,5,20,5,0,0,12,0,6,94.0,1.0,0,,
15190,44,5,2016-11-13 11:36:42,2024-10-24 13:35:59,2016;2019;2020;2021;2024,27,0,0,1,5,9,0,0,2,0,0,55.0,1.0,0,,
15202,43,21,2016-11-08 19:21:51,2016-12-05 13:03:46,2016,43,0,0,0,0,0,0,0,0,0,0,207.0,1.0,0,,
15207,23,5,2016-11-15 01:30:33,2024-10-24 06:28:24,2016;2017;2018;2023;2024,3,2,10,0,0,0,0,2,6,0,0,81.0,1.0,0,,
15208,24,3,2016-01-03 09:08:34,2020-09-02 16:34:46,2016;2020,10,0,0,0,14,0,0,0,0,0,0,41.5,1.0,0,,
15212,33,15,2016-11-08 19:22:00,2025-09-10 13:49:49,2016;2025,32,0,0,0,0,0,0,0,0,1,0,146.0,1.0,0,,
15213,69,17,2016-11-13 11:36:53,2023-08-11 12:23:39,2016;2018;2019;2020;2022;2023,23,0,25,3,12,0,2,4,0,0,0,83.0,1.0,0,,
15214,40,12,2016-11-14 10:43:21,2021-04-06 11:00:42,2016;2018;2020;2021,21,0,2,0,9,8,0,0,0,0,0,83.0,1.0,0,,
15227,391,21,2016-06-30 04:51:51,2025-09-10 13:54:29,2016;2019;2020;2022;2023;2024;2025,7,0,0,17,20,0,21,52,235,39,0,26.0,1.0,0,,
15230,4,2,2016-06-30 04:52:10,2016-06-30 04:52:15,2016,4,0,0,0,0,0,0,0,0,0,0,766.5,1.0,0,,
15231,46,21,2016-07-20 03:29:51,2017-09-22 16:57:51,2016-2017,44,2,0,0,0,0,0,0,0,0,0,124.0,1.0,0,,
15241,46,21,2016-11-08 19:21:51,2024-10-24 12:47:46,2016;2017;2018;2019;2020;2021;2023;2024,27,4,1,5,3,2,0,2,2,0,0,191.0,1.0,0,,
15251,16,13,2016-11-11 10:31:08,2023-08-11 10:27:47,2016;2018;2019;2020;2023,9,0,4,1,1,0,0,1,0,0,0,87.0,1.0,0,,
15259,1,1,2017-05-29 16:53:23,2017-05-29 16:53:23,2017,0,1,0,0,0,0,0,0,0,0,0,87.0,1.0,0,,
15261,7,6,2016-11-16 16:58:38,2025-03-31 07:30:55,2016;2020;2021;2022;2025,1,0,0,0,2,2,1,0,0,1,0,87.0,1.0,0,,
15267,1,1,2021-09-09 09:13:25,2021-09-09 09:13:25,2021,0,0,0,0,0,1,0,0,0,0,0,89.0,1.0,0,,
15269,1,1,2024-06-18 16:45:04,2024-06-18 16:45:04,2024,0,0,0,0,0,0,0,0,1,0,0,88.0,1.0,0,,
15324,559,21,2016-08-19 12:46:10,2025-09-10 17:21:46,2016-2025,10,34,37,22,21,19,34,69,270,43,0,36.0,1.0,0,,
15325,66,21,2016-11-08 19:21:51,2025-03-31 07:30:56,2016;2020;2022;2023;2025,6,0,0,0,18,0,18,20,0,4,0,36.0,1.0,0,,
15326,14,10,2016-06-30 04:51:49,2016-12-05 13:03:46,2016,14,0,0,0,0,0,0,0,0,0,0,353.0,1.0,0,,
15328,6,6,2016-11-08 19:21:51,2016-11-15 16:50:37,2016,6,0,0,0,0,0,0,0,0,0,0,458.0,1.0,0,,
32793,1,1,2021-08-04 08:38:30,2021-08-04 08:38:30,2021,0,0,0,0,0,1,0,0,0,0,0,,0.0,0,,
50000,6180,21,2016-01-03 13:39:33,2026-04-30 07:27:28,2016-2026,703,531,607,511,613,524,901,602,495,512,181,3175.0,0.9998,0,,
50001,2952,21,2016-01-29 16:11:31,2026-04-28 08:35:39,2016-2026,478,300,591,256,300,181,361,117,196,139,33,70.0,0.998,0,,
50008,3331,22,2016-01-04 10:19:32,2026-04-23 09:07:41,2016-2026,498,473,597,269,311,180,345,201,229,186,42,2006.0,0.9988,0,,
50200,10000,21,2016-01-27 21:04:50,2026-04-04 20:09:38,2016-2026,171,1013,1536,1303,657,1547,1432,588,1182,428,143,,0.0,0,,
50201,6541,21,2016-01-06 01:48:37,2026-04-07 07:20:54,2016-2026,1477,1011,318,395,362,1051,469,319,985,148,6,,0.0,0,,
50300,127,21,2022-04-05 08:03:42,2026-04-22 09:00:07,2022-2026,0,0,0,0,0,0,49,8,58,6,6,456.0,1.0,0,,
50332,5,1,2022-04-04 13:27:37,2025-08-29 05:39:11,2022-2025,0,0,0,0,0,0,2,1,1,1,0,34.0,1.0,0,,
50344,4195,21,2016-01-04 10:18:08,2022-03-21 08:23:52,2016-2022,855,1111,1139,451,316,207,116,0,0,0,0,66.0,0.9995,0,,
50346,325160,21,2016-01-01 08:40:34,2022-04-04 07:06:01,2016-2022,95046,36825,37212,11347,1970,73631,69129,0,0,0,0,9.0,1.0,0,,
50358,24,1,2017-04-07 08:34:07,2025-09-11 17:30:17,2017;2018;2019;2021;2025,0,8,1,4,0,3,0,0,0,8,0,1.0,1.0,0,,
50359,88,21,2017-01-08 08:29:24,2024-12-06 12:47:02,2017;2018;2019;2022;2023;2024,0,5,21,7,0,0,31,1,23,0,0,691.0,1.0,0,,
50393,13,1,2022-09-17 10:59:52,2025-09-11 17:04:24,2022;2024;2025,0,0,0,0,0,0,2,0,4,7,0,2.0,1.0,0,,
50950,2335,21,2016-01-04 10:18:06,2026-04-23 09:21:36,2016-2026,213,189,160,89,494,387,293,143,185,146,36,9141.5,0.9867,0,,
50952,516,21,2017-06-29 06:34:59,2021-10-19 13:58:29,2017-2021,0,26,27,8,152,303,0,0,0,0,0,86195.5,0.9535,0,,
50954,10998,21,2016-10-10 10:52:32,2026-03-02 07:41:16,2016;2017;2018;2020;2021;2022;2023;2024;2025;2026,142,894,1334,0,561,1282,6740,3,3,38,1,263.0,0.9999,0,,
52020,1418,21,2016-03-15 03:00:01,2022-09-23 23:00:00,2016-2022,138,104,50,11,203,811,101,0,0,0,0,50396.0,0.9746,0,,
54100,20,20,2022-04-04 10:14:28,2022-04-05 09:02:08,2022,0,0,0,0,0,0,20,0,0,0,0,1117.0,0.95,0,,
62001,2,2,2016-11-14 09:54:19,2016-11-16 10:31:16,2016,2,0,0,0,0,0,0,0,0,0,0,905.0,1.0,0,,
62004,9,3,2016-07-19 13:36:28,2024-11-07 16:25:38,2016;2018;2021;2024,6,0,1,0,0,1,0,0,1,0,0,144.0,1.0,0,,
62008,1,1,2025-03-31 07:30:55,2025-03-31 07:30:55,2025,0,0,0,0,0,0,0,0,0,1,0,84747.0,1.0,0,,
62011,1133,3,2023-03-08 16:34:40,2023-03-24 16:39:57,2023,0,0,0,0,0,0,0,1133,0,0,0,240.0,1.0,0,,
63000,61,17,2019-07-04 10:19:22,2022-06-24 09:02:14,2019-2022,0,0,0,15,1,31,14,0,0,0,0,276.0,0.9836,0,,
63001,320,21,2016-01-04 10:17:58,2025-09-27 02:05:14,2016-2025,41,78,55,54,29,30,11,9,7,6,0,2704.0,1.0,0,,
63002,75,9,2016-02-12 00:19:05,2026-02-10 09:35:26,2016;2017;2018;2024;2025;2026,49,2,1,0,0,0,0,0,1,10,12,410.0,1.0,0,,
63003,2019,21,2016-01-04 10:51:08,2026-03-04 08:57:47,2016-2026,325,408,398,105,96,114,216,96,160,100,1,3488.0,0.999,0,,
63004,611,20,2016-02-09 10:33:16,2026-03-04 08:57:47,2016-2026,92,161,183,20,25,52,37,11,17,12,1,1144.0,0.9984,0,,
63005,671,21,2016-03-16 16:03:09,2026-03-25 10:05:44,2016-2026,87,94,148,20,78,55,63,25,51,34,16,36.0,0.9985,0,,
63009,74,13,2022-06-20 11:56:45,2025-12-12 10:47:13,2022-2025,0,0,0,0,0,0,11,8,32,23,0,75.5,1.0,0,,
63013,223,21,2020-07-13 11:15:09,2026-03-26 12:56:32,2020-2026,0,0,0,0,47,35,47,24,41,5,24,37.0,1.0,0,,
63016,681,21,2016-03-01 09:16:03,2026-04-28 08:33:57,2016-2026,74,52,59,62,89,70,65,81,59,58,12,29.0,0.9985,0,,
63025,724,21,2016-02-01 14:34:16,2026-04-28 12:37:48,2016-2026,82,53,93,66,76,63,54,61,63,88,25,20.0,1.0,0,,
63026,291,21,2016-03-01 10:27:58,2026-04-28 09:24:35,2016-2026,37,28,21,25,32,22,30,30,37,26,3,19.0,0.9966,0,,
63027,709,21,2016-01-29 11:26:23,2026-04-28 12:39:59,2016-2026,98,96,120,64,62,33,47,56,56,59,18,56.0,1.0,0,,
63036,524,21,2016-04-19 15:31:54,2026-04-28 08:35:22,2016-2026,32,25,31,74,50,54,71,62,57,61,7,61.0,0.9981,0,,
63038,270,21,2016-03-01 09:10:44,2026-04-28 08:32:47,2016-2026,35,21,23,21,25,21,23,30,22,45,4,21.0,0.9963,0,,
63104,1,1,2018-11-12 14:43:24,2018-11-12 14:43:24,2018,0,0,1,0,0,0,0,0,0,0,0,4209.0,1.0,0,,
63105,1,1,2018-11-12 14:45:24,2018-11-12 14:45:24,2018,0,0,1,0,0,0,0,0,0,0,0,4088.0,1.0,0,,
63112,22,6,2017-02-23 12:52:52,2024-07-09 14:21:23,2017;2018;2019;2022;2023;2024,0,2,4,2,0,0,4,6,4,0,0,1482.0,1.0,0,,
63123,8,3,2018-06-19 09:21:06,2024-02-08 16:24:26,2018;2019;2024,0,0,2,4,0,0,0,0,2,0,0,1902.0,1.0,0,,
63124,2,1,2025-08-30 10:03:51,2025-08-30 11:02:55,2025,0,0,0,0,0,0,0,0,0,2,0,237.0,1.0,0,,
63151,3,1,2025-08-30 10:00:22,2025-08-30 11:02:15,2025,0,0,0,0,0,0,0,0,0,3,0,295.0,1.0,0,,
63154,5,2,2018-11-12 14:43:07,2023-02-20 16:01:55,2018;2023,0,0,1,0,0,0,0,4,0,0,0,46.0,1.0,0,,
63155,5,2,2018-11-12 14:45:07,2023-02-20 16:01:55,2018;2023,0,0,1,0,0,0,0,4,0,0,0,45.0,1.0,0,,
63162,117,6,2016-07-14 19:51:27,2025-05-09 16:21:37,2016;2017;2018;2019;2021;2022;2023;2024;2025,5,36,39,3,0,1,3,15,10,5,0,803.0,0.9829,0,,
63169,9,3,2018-05-28 12:53:54,2023-02-20 16:01:56,2018;2023,0,0,5,0,0,0,0,4,0,0,0,151.0,1.0,0,,
63174,2,1,2025-08-30 10:00:23,2025-08-30 11:02:06,2025,0,0,0,0,0,0,0,0,0,2,0,374.5,1.0,0,,
63175,18,5,2021-07-13 03:07:23,2024-07-22 12:05:24,2021-2024,0,0,0,0,0,7,3,2,6,0,0,153.5,1.0,0,,
63200,18,3,2018-08-07 13:50:18,2025-04-01 09:47:40,2018;2023;2025,0,0,1,0,0,0,0,1,0,16,0,156.5,1.0,0,,
63201,6,3,2018-08-07 13:50:18,2025-09-27 02:04:36,2018;2025,0,0,1,0,0,0,0,0,0,5,0,2556.5,1.0,0,,
63202,11,4,2018-08-07 13:50:18,2025-09-27 02:04:36,2018;2021;2025,0,0,1,0,0,9,0,0,0,1,0,83.5,0.9091,0,,
63203,7,3,2018-08-07 13:50:18,2025-09-27 02:04:36,2018;2021;2025,0,0,1,0,0,5,0,0,0,1,0,163.0,1.0,0,,
63204,274,14,2016-04-18 11:35:04,2026-02-13 13:52:38,2016;2017;2018;2019;2020;2021;2022;2025;2026,24,43,60,12,8,15,104,0,0,4,4,87.0,1.0,0,,
63205,201,20,2016-02-23 10:55:09,2026-02-16 13:47:28,2016-2026,19,30,23,14,25,2,32,18,3,34,1,101.0,1.0,0,,
63206,187,20,2016-02-23 10:55:08,2026-02-16 13:47:30,2016-2026,19,29,25,13,24,4,29,20,4,19,1,100.0,1.0,0,,
63207,197,19,2016-02-23 10:55:09,2026-02-16 13:47:30,2016-2026,21,27,18,12,33,20,24,19,6,16,1,96.0,0.9949,0,,
63208,204,20,2016-02-23 10:55:08,2026-02-16 13:47:31,2016-2026,32,26,19,20,36,14,20,14,6,16,1,95.0,1.0,0,,
63209,881,21,2016-04-18 09:02:01,2026-02-18 09:53:56,2016-2026,115,133,157,35,54,65,252,26,13,24,7,98.0,0.9966,0,,
63210,264,14,2016-04-18 11:35:04,2026-02-13 13:51:12,2016;2017;2018;2019;2020;2021;2022;2025;2026,22,34,57,13,10,19,102,0,0,4,3,90.0,1.0,0,,
63211,753,21,2016-02-23 10:55:08,2026-02-16 13:47:28,2016-2026,102,123,154,31,44,43,195,18,11,26,6,103.0,0.9987,0,,
63216,7,3,2018-08-07 13:50:18,2025-09-27 02:04:36,2018;2021;2025,0,0,1,0,0,5,0,0,0,1,0,166.0,1.0,0,,
63217,179,19,2016-02-23 10:55:08,2026-02-16 13:47:28,2016-2026,19,24,18,13,33,13,24,14,4,16,1,99.0,1.0,0,,
63218,3,2,2018-08-07 13:50:18,2025-04-01 09:47:35,2018;2025,0,0,1,0,0,0,0,0,0,2,0,444.0,1.0,0,,
63219,213,20,2016-02-23 10:55:09,2026-02-16 13:47:35,2016-2026,24,34,26,15,30,4,30,26,6,16,2,89.0,1.0,0,,
63230,12,3,2018-08-05 06:20:29,2024-09-30 14:34:07,2018;2023;2024,0,0,4,0,0,0,0,4,4,0,0,313.0,1.0,0,,
63300,453,21,2016-02-23 10:55:08,2026-03-02 09:44:57,2016-2026,87,42,33,45,54,20,76,44,19,28,5,66.0,1.0,0,,
63302,133,19,2016-02-23 10:55:09,2026-02-16 13:47:28,2016-2026,17,21,18,12,18,2,15,14,3,12,1,111.0,1.0,0,,
63303,136,20,2016-02-23 10:55:09,2026-02-16 13:47:28,2016-2026,18,25,11,11,22,2,17,11,3,15,1,110.5,1.0,0,,
63304,135,19,2016-02-23 10:55:09,2026-02-16 13:47:28,2016-2026,17,21,11,9,25,9,17,9,4,12,1,109.0,0.9926,0,,
63305,250,19,2016-02-23 10:55:09,2026-02-16 13:47:28,2016-2026,56,46,21,11,25,10,35,11,11,23,1,109.0,0.996,0,,
63308,129,19,2016-02-23 10:55:09,2026-02-16 13:47:28,2016-2026,17,18,9,9,25,5,18,9,3,15,1,106.0,1.0,0,,
63309,160,17,2016-04-18 09:02:02,2025-08-19 10:23:35,2016-2025,48,24,8,6,10,12,20,15,6,11,0,113.0,0.9938,0,,
63310,136,20,2016-03-03 17:55:09,2026-02-16 13:47:28,2016-2026,30,18,12,8,16,6,19,11,3,12,1,107.0,1.0,0,,
63311,43,14,2016-05-14 15:02:58,2024-01-27 12:04:52,2016;2017;2019;2020;2021;2022;2023;2024,5,2,0,4,6,2,9,14,1,0,0,98.0,1.0,0,,
63400,160,21,2016-04-14 07:27:55,2026-04-22 08:54:22,2016;2017;2019;2021;2022;2023;2024;2025;2026,42,4,0,7,0,4,41,5,50,4,3,749.5,1.0,0,,
63401,91,21,2016-04-14 07:27:55,2021-06-02 08:48:06,2016;2017;2018;2021,42,6,38,0,0,5,0,0,0,0,0,344.0,1.0,0,,
63402,57,21,2016-04-14 07:27:55,2022-06-06 13:34:17,2016;2017;2018;2021;2022,42,5,4,0,0,5,1,0,0,0,0,1076.0,1.0,0,,
63403,136,21,2016-04-14 07:27:55,2022-12-19 10:49:57,2016;2017;2018;2019;2020;2022,42,8,40,2,1,0,43,0,0,0,0,367.0,1.0,0,,
63410,2,2,2023-12-10 15:53:26,2024-06-21 17:53:53,2023-2024,0,0,0,0,0,0,0,1,1,0,0,13615.0,1.0,0,,
63412,112,21,2016-02-02 08:48:37,2026-04-14 13:22:53,2016-2026,16,5,7,5,8,3,9,8,23,17,11,88.0,1.0,0,,
63501,6,6,2018-10-04 17:28:54,2025-08-17 12:45:33,2018;2022;2023;2025,0,0,1,0,0,0,1,3,0,1,0,112.5,1.0,0,,
63502,24,12,2016-09-15 09:21:17,2026-02-16 13:47:30,2016;2018;2021;2022;2023;2024;2025;2026,2,0,1,0,0,1,6,5,2,6,1,96.5,1.0,0,,
63503,10,7,2017-01-29 00:09:38,2021-08-24 04:58:44,2017;2018;2021,0,3,4,0,0,3,0,0,0,0,0,5400.0,1.0,0,,
64000,21,13,2016-06-29 19:30:09,2023-12-15 07:30:08,2016;2017;2018;2020;2021;2023,4,2,6,0,2,1,0,6,0,0,0,5079.0,1.0,0,,
64001,28,5,2016-03-21 13:34:38,2020-06-25 14:54:23,2016;2017;2018;2020,5,1,9,0,13,0,0,0,0,0,0,67.0,1.0,0,,
64032,1,1,2022-03-10 15:42:08,2022-03-10 15:42:08,2022,0,0,0,0,0,0,1,0,0,0,0,61827.0,1.0,0,,
64038,2,2,2017-02-23 12:52:52,2019-01-31 12:07:35,2017;2019,0,1,0,1,0,0,0,0,0,0,0,1939.0,1.0,0,,
64039,5,2,2017-02-22 17:20:21,2019-01-31 12:07:29,2017;2019,0,4,0,1,0,0,0,0,0,0,0,533.0,1.0,0,,
64054,60,5,2018-08-07 13:50:20,2025-09-27 02:04:38,2018;2021;2022;2025,0,0,1,0,0,7,2,0,0,50,0,84.5,1.0,0,,
64066,223,20,2016-01-27 04:30:21,2026-02-27 18:04:28,2016-2026,10,35,18,2,18,25,20,43,32,12,8,279.5,0.9955,0,,
64111,4,2,2017-02-23 12:52:52,2019-01-31 12:13:53,2017;2019,0,1,0,3,0,0,0,0,0,0,0,2.5,1.0,0,,
64123,42,14,2024-10-28 07:27:33,2026-04-11 21:12:14,2024-2026,0,0,0,0,0,0,0,0,3,34,5,108.0,1.0,0,,
64124,22,10,2025-02-10 14:26:07,2026-02-16 13:47:31,2025-2026,0,0,0,0,0,0,0,0,0,21,1,90.5,1.0,0,,
64125,27,10,2024-10-02 04:55:46,2026-02-16 13:47:31,2024-2026,0,0,0,0,0,0,0,0,5,21,1,101.0,1.0,0,,
64126,32,9,2025-02-10 14:26:07,2026-02-16 13:47:32,2025-2026,0,0,0,0,0,0,0,0,0,28,4,91.0,1.0,0,,
64129,24,9,2024-12-31 08:48:29,2026-02-16 13:47:32,2024-2026,0,0,0,0,0,0,0,0,1,22,1,90.0,1.0,0,,
64132,7,3,2024-11-07 07:00:07,2026-04-21 21:00:23,2024;2026,0,0,0,0,0,0,0,0,6,0,1,16259.0,1.0,0,,
71001,2032,21,2016-01-28 09:09:15,2026-02-28 11:34:59,2016-2026,813,409,163,146,75,35,66,50,183,79,13,,0.0,0,,
71002,705,21,2016-01-04 11:03:11,2020-06-15 07:22:56,2016;2018;2019;2020,382,0,46,4,273,0,0,0,0,0,0,,0.0,0,,
73029,1557,21,2022-04-04 12:02:28,2026-04-28 08:35:29,2022-2026,0,0,0,0,0,0,602,237,291,379,48,77.0,1.0,0,,
73030,1448,21,2022-04-04 14:21:03,2026-04-30 21:47:16,2022-2026,0,0,0,0,0,0,744,88,109,143,364,5536.5,1.0,0,,
73032,52,21,2022-04-04 13:56:15,2026-04-18 02:01:13,2022-2026,0,0,0,0,0,0,25,9,5,7,6,4203.0,1.0,0,,
73033,6550,21,2022-04-04 12:18:39,2026-04-30 23:33:18,2022-2026,0,0,0,0,0,0,2315,705,1567,1371,592,5250.0,0.9998,0,,
73040,156,21,2022-04-05 08:21:09,2026-02-16 13:49:03,2022-2026,0,0,0,0,0,0,68,57,8,22,1,19.0,1.0,0,,
