variant_id,variant_type,n_slots_flipped,flips_applied,messages_flipped,n_events,E_mwh,unwarned_pct_E,short_lead_pct_E,actionable_unacted_pct_E,warned_pct_E,warned_n_events,warned_E_mwh,actionable_n_events,actionable_E_mwh,converter_n_events,converter_E_mwh,converter_same_warned_pct_E,converter_same_warned_n,big_event_bucket,big_event_same_warn,big_event_lead_h,big_event_same_n,delta_actionable_pp,rationale_quotes,is_frozen,is_adverse_joint,is_max_joint
joint_4slots,joint,4,bp_repeat:control->pitch|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.63247400467945,8.902482904067961,8.465043091252605,17.367525995320566,1082,1630.2031028218823,792,794.5714039293264,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9368735973972973,,False,False,False
bp_repeat:control->pitch+wec_shut_down:control->manual,joint,2,bp_repeat:control->pitch|wec_shut_down:control->manual,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|wec_shut_down:control->manual|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|warning:Cable overload->electrical,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|wec_shut_down:control->manual|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:High yaw load->external,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|wec_shut_down:control->manual|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->pitch,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->pitch,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
bp_repeat:control->pitch+current_asymmetry:converter->generator,joint,2,bp_repeat:control->pitch|current_asymmetry:converter->generator,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator,4213,9386.501584975991,82.72215074151194,8.9009597724184,8.376889486069672,17.27784925848807,1079,1621.7855944977453,790,786.2968643816168,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.848719992214364,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|current_asymmetry:converter->generator|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|warning:Cable overload->electrical,4213,9386.501584975991,82.72215074151194,8.9009597724184,8.376889486069672,17.27784925848807,1079,1621.7855944977453,790,786.2968643816168,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.848719992214364,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|current_asymmetry:converter->generator|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:High yaw load->external,4213,9386.501584975991,82.72215074151194,8.9009597724184,8.376889486069672,17.27784925848807,1079,1621.7855944977453,790,786.2968643816168,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.848719992214364,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.72215074151194,8.9009597724184,8.376889486069672,17.27784925848807,1079,1621.7855944977453,790,786.2968643816168,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.848719992214364,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->pitch,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->pitch,4213,9386.501584975991,82.6371563885988,8.9009597724184,8.461883838982827,17.362843611401225,1080,1629.7635907810786,791,794.2748606649502,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9337143451275187,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,82.6371563885988,8.9009597724184,8.461883838982827,17.362843611401225,1080,1629.7635907810786,791,794.2748606649502,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9337143451275187,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,82.6371563885988,8.9009597724184,8.461883838982827,17.362843611401225,1080,1629.7635907810786,791,794.2748606649502,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9337143451275187,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.6371563885988,8.9009597724184,8.461883838982827,17.362843611401225,1080,1629.7635907810786,791,794.2748606649502,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9337143451275187,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic,4213,9386.501584975991,82.63247400467945,8.902482904067961,8.465043091252605,17.367525995320566,1082,1630.2031028218823,792,794.5714039293264,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9368735973972973,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,82.63247400467945,8.902482904067961,8.465043091252605,17.367525995320566,1082,1630.2031028218823,792,794.5714039293264,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9368735973972973,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,82.63247400467945,8.902482904067961,8.465043091252605,17.367525995320566,1082,1630.2031028218823,792,794.5714039293264,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9368735973972973,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.63247400467945,8.902482904067961,8.465043091252605,17.367525995320566,1082,1630.2031028218823,792,794.5714039293264,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9368735973972973,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|warning:Cable overload->electrical,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:High yaw load->external,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,84.96100075810443,8.9009597724184,6.138039469477187,15.038999241895588,1078,1411.6359022050565,789,576.1471720889281,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.390130024378121,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_6slots,joint,6,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,84.87600640519126,8.9009597724184,6.2230338223903425,15.12399359480874,1079,1419.6138984883896,790,584.1251683722614,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.3051356714649653,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
joint_6slots,joint,6,bp_repeat:control->pitch|current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,84.87132402127193,8.902482904067961,6.226193074660122,15.128675978728085,1081,1420.0534105291936,791,584.4217116366377,946,1696.3201041110958,0.0,0,unwarned,False,,0,-1.301976419195186,,False,False,False
bp_repeat:control->pitch+cms_drivetrain:comms->drivetrain,joint,2,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain,4213,9386.501584975991,82.68766571670247,8.901840134194867,8.410494149102668,17.312334283297535,1093,1625.0225318980652,800,789.4511666098349,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.88232465524736,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|warning:Cable overload->electrical,4213,9386.501584975991,82.68766571670247,8.901840134194867,8.410494149102668,17.312334283297535,1093,1625.0225318980652,800,789.4511666098349,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.88232465524736,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:High yaw load->external,4213,9386.501584975991,82.68766571670247,8.901840134194867,8.410494149102668,17.312334283297535,1093,1625.0225318980652,800,789.4511666098349,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.88232465524736,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.68766571670247,8.901840134194867,8.410494149102668,17.312334283297535,1093,1625.0225318980652,800,789.4511666098349,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.88232465524736,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch,4213,9386.501584975991,82.60267136378933,8.901840134194867,8.495488502015823,17.39732863621069,1094,1633.0005281813983,801,797.4291628931683,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9673190081605147,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,82.60267136378933,8.901840134194867,8.495488502015823,17.39732863621069,1094,1633.0005281813983,801,797.4291628931683,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9673190081605147,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,82.60267136378933,8.901840134194867,8.495488502015823,17.39732863621069,1094,1633.0005281813983,801,797.4291628931683,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9673190081605147,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.60267136378933,8.901840134194867,8.495488502015823,17.39732863621069,1094,1633.0005281813983,801,797.4291628931683,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9673190081605147,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic,4213,9386.501584975991,82.59798897986998,8.903363265844426,8.498647754285603,17.40201102013003,1096,1633.4400402222018,802,797.7257061575447,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9704782604302951,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,82.59798897986998,8.903363265844426,8.498647754285603,17.40201102013003,1096,1633.4400402222018,802,797.7257061575447,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9704782604302951,,False,False,False
joint_4slots,joint,4,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,82.59798897986998,8.903363265844426,8.498647754285603,17.40201102013003,1096,1633.4400402222018,802,797.7257061575447,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9704782604302951,,False,False,False
joint_5slots,joint,5,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,82.59798897986998,8.903363265844426,8.498647754285603,17.40201102013003,1096,1633.4400402222018,802,797.7257061575447,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.9704782604302951,,False,False,False
joint_3slots,joint,3,bp_repeat:control->pitch|cms_drivetrain:comms->drivetrain|wec_shut_down:control->manual,stop:Repeating error BP52->pitch|warning:Repeating error BP 0->pitch|warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:WEC shut down->manual,4213,9386.501584975991,84.92651573329496,8.901840134194867,6.171644132510185,15.073484266705055,1092,1414.8728396053766,799,579.3014743171462,977,1741.3485003248225,0.0,0,unwarned,False,,0,-1.3565253613451231,,False,False,False
