variant_id,variant_type,n_slots_flipped,flips_applied,messages_flipped,n_events,E_mwh,unwarned_pct_E,short_lead_pct_E,actionable_unacted_pct_E,warned_pct_E,warned_n_events,warned_E_mwh,actionable_n_events,actionable_E_mwh,converter_n_events,converter_E_mwh,converter_same_warned_pct_E,converter_same_warned_n,big_event_bucket,big_event_same_warn,big_event_lead_h,big_event_same_n,delta_actionable_pp,rationale_quotes,is_frozen,is_adverse_joint,is_max_joint
frozen,frozen,0,,,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,,True,False,False
cable_overload:converter->electrical,single_flip,1,cable_overload:converter->electrical,warning:Cable overload->electrical,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,"[cable_overload] ""Code 3160 sits in the converter block (3151-3265); read as the converter output cabling. Alternative: electrical.""",False,False,False
high_yaw_load:yaw->external,single_flip,1,high_yaw_load:yaw->external,stop:High yaw load->external,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,"[high_yaw_load] ""AMBIGUOUS: service category is 'External stop (climate) (6)', which would argue for `external`, but the message and code block (60xx) are yaw. Assigned to yaw; n=1 so the choice is immaterial. Alternative: external.""",False,False,False
high_yaw_load:yaw->external+cable_overload:converter->electrical,joint,2,high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,,False,False,False
no_speed_development:control->pitch,single_flip,1,no_speed_development:control->pitch,stop:No speed development->pitch,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,"[no_speed_development] ""AMBIGUOUS: rotor fails to spin up on start; the physical cause could be pitch, brake or drivetrain. Assigned to `control` (start-up supervisor) precisely because it does not identify a component; n=4. Alternatives: pitch, brake_hydraulic.""",False,False,False
no_speed_development:control->pitch+cable_overload:converter->electrical,joint,2,no_speed_development:control->pitch|cable_overload:converter->electrical,stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
no_speed_development:control->pitch+high_yaw_load:yaw->external,joint,2,no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
joint_3slots,joint,3,no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
no_speed_development:control->brake_hydraulic,single_flip,1,no_speed_development:control->brake_hydraulic,stop:No speed development->brake_hydraulic,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,"[no_speed_development] ""AMBIGUOUS: rotor fails to spin up on start; the physical cause could be pitch, brake or drivetrain. Assigned to `control` (start-up supervisor) precisely because it does not identify a component; n=4. Alternatives: pitch, brake_hydraulic.""",False,False,False
no_speed_development:control->brake_hydraulic+cable_overload:converter->electrical,joint,2,no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
no_speed_development:control->brake_hydraulic+high_yaw_load:yaw->external,joint,2,no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
joint_3slots,joint,3,no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
wec_shut_down:control->manual,single_flip,1,wec_shut_down:control->manual,stop:WEC shut down->manual,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2908699262997,"[wec_shut_down] ""AMBIGUOUS: generic supervisory shutdown, service category 'WEC Shutdown (1)', no component named. Assigned to `control` rather than `manual` because nothing in the message implies a human action. Alternative: manual.""  NOTE: `manual` is a never-match family, so this flip forces every `WEC shut down` event to UNWARNED. It does NOT change tier membership (see module docstring).",False,False,False
wec_shut_down:control->manual+cable_overload:converter->electrical,joint,2,wec_shut_down:control->manual|cable_overload:converter->electrical,stop:WEC shut down->manual|warning:Cable overload->electrical,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
wec_shut_down:control->manual+high_yaw_load:yaw->external,joint,2,wec_shut_down:control->manual|high_yaw_load:yaw->external,stop:WEC shut down->manual|stop:High yaw load->external,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
joint_3slots,joint,3,wec_shut_down:control->manual|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:WEC shut down->manual|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
wec_shut_down:control->manual+no_speed_development:control->pitch,joint,2,wec_shut_down:control->manual|no_speed_development:control->pitch,stop:WEC shut down->manual|stop:No speed development->pitch,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_3slots,joint,3,wec_shut_down:control->manual|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:WEC shut down->manual|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_3slots,joint,3,wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_4slots,joint,4,wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
wec_shut_down:control->manual+no_speed_development:control->brake_hydraulic,joint,2,wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic,stop:WEC shut down->manual|stop:No speed development->brake_hydraulic,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
joint_3slots,joint,3,wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
joint_3slots,joint,3,wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
joint_4slots,joint,4,wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,977,1741.3485003248225,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
current_asymmetry:converter->generator,single_flip,1,current_asymmetry:converter->generator,stop:Current asymmetry->generator,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,"[current_asymmetry] ""AMBIGUOUS: service category 'Generator and Converter errors (20)' does not separate the two. Code 3555 sits in the 3xxx converter/switchgear block (generator faults are 2xxx), so assigned to converter. Alternative: generator.""",False,False,False
current_asymmetry:converter->generator+cable_overload:converter->electrical,joint,2,current_asymmetry:converter->generator|cable_overload:converter->electrical,stop:Current asymmetry->generator|warning:Cable overload->electrical,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,,False,False,False
current_asymmetry:converter->generator+high_yaw_load:yaw->external,joint,2,current_asymmetry:converter->generator|high_yaw_load:yaw->external,stop:Current asymmetry->generator|stop:High yaw load->external,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.77688963408325,8.694940872061467,7.528169493855308,16.223110365916774,979,1522.7825116291824,698,706.6317488604076,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.0,,False,False,False
current_asymmetry:converter->generator+no_speed_development:control->pitch,joint,2,current_asymmetry:converter->generator|no_speed_development:control->pitch,stop:Current asymmetry->generator|stop:No speed development->pitch,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:Current asymmetry->generator|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.69189528117009,8.694940872061467,7.613163846768464,16.308104718829927,980,1530.7605079125155,699,714.6097451437411,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08499435291315649,,False,False,False
current_asymmetry:converter->generator+no_speed_development:control->brake_hydraulic,joint,2,current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic,stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.68721289725073,8.69646400371103,7.616323099038244,16.312787102749272,982,1531.2000199533195,700,714.9062884081172,946,1696.3201041110958,0.0,0,actionable_unacted,True,20.788888888888888,2,0.08815360518293591,,False,False,False
current_asymmetry:converter->generator+wec_shut_down:control->manual,joint,2,current_asymmetry:converter->generator|wec_shut_down:control->manual,stop:Current asymmetry->generator|stop:WEC shut down->manual,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|wec_shut_down:control->manual|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:WEC shut down->manual|warning:Cable overload->electrical,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|wec_shut_down:control->manual|high_yaw_load:yaw->external,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:High yaw load->external,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|wec_shut_down:control->manual|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,86.06775956038295,8.694940872061467,5.237299567555608,13.932240439617077,977,1307.7499696873228,696,491.59920691854785,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2908699262997,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_5slots,joint,5,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,85.9827652074698,8.694940872061467,5.322293920468762,14.01723479253023,978,1315.727965970656,697,499.57720320188116,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.205875573386546,,False,False,False
joint_3slots,joint,3,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
joint_4slots,joint,4,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
joint_5slots,joint,5,current_asymmetry:converter->generator|wec_shut_down:control->manual|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external|cable_overload:converter->electrical,stop:Current asymmetry->generator|stop:WEC shut down->manual|stop:No speed development->brake_hydraulic|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,85.97808282355044,8.69646400371103,5.325453172738542,14.021917176449575,980,1316.16747801146,698,499.87374646625744,946,1696.3201041110958,0.0,0,unwarned,False,,0,-2.2027163211167657,,False,False,False
cms_drivetrain:comms->drivetrain,single_flip,1,cms_drivetrain:comms->drivetrain,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain,4213,9386.501584975991,83.74240460927378,8.695821233837933,7.561774156888306,16.25759539072624,993,1526.0194490295023,708,709.7860510886258,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.033604663032997806,"[cms_drivetrain] ""AMBIGUOUS: the condition-monitoring (CMS) link for the drivetrain. Assigned to `comms` because the message reports the monitoring channel failing, not a drivetrain fault - the conservative reading. Alternative: drivetrain.""  The other two rows read ""As above. Alternative: drivetrain."" / ""As above - the CMS itself errors. Alternative: drivetrain.""",False,False,False
cms_drivetrain:comms->drivetrain+cable_overload:converter->electrical,joint,2,cms_drivetrain:comms->drivetrain|cable_overload:converter->electrical,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|warning:Cable overload->electrical,4213,9386.501584975991,83.74240460927378,8.695821233837933,7.561774156888306,16.25759539072624,993,1526.0194490295023,708,709.7860510886258,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.033604663032997806,,False,False,False
cms_drivetrain:comms->drivetrain+high_yaw_load:yaw->external,joint,2,cms_drivetrain:comms->drivetrain|high_yaw_load:yaw->external,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:High yaw load->external,4213,9386.501584975991,83.74240460927378,8.695821233837933,7.561774156888306,16.25759539072624,993,1526.0194490295023,708,709.7860510886258,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.033604663032997806,,False,False,False
joint_3slots,joint,3,cms_drivetrain:comms->drivetrain|high_yaw_load:yaw->external|cable_overload:converter->electrical,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.74240460927378,8.695821233837933,7.561774156888306,16.25759539072624,993,1526.0194490295023,708,709.7860510886258,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.033604663032997806,,False,False,False
cms_drivetrain:comms->drivetrain+no_speed_development:control->pitch,joint,2,cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch,4213,9386.501584975991,83.65741025636062,8.695821233837933,7.646768509801461,16.342589743639394,994,1533.9974453128357,709,717.7640473719591,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.11859901594615341,,False,False,False
joint_3slots,joint,3,cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch|cable_overload:converter->electrical,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch|warning:Cable overload->electrical,4213,9386.501584975991,83.65741025636062,8.695821233837933,7.646768509801461,16.342589743639394,994,1533.9974453128357,709,717.7640473719591,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.11859901594615341,,False,False,False
joint_3slots,joint,3,cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch|high_yaw_load:yaw->external,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch|stop:High yaw load->external,4213,9386.501584975991,83.65741025636062,8.695821233837933,7.646768509801461,16.342589743639394,994,1533.9974453128357,709,717.7640473719591,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.11859901594615341,,False,False,False
joint_4slots,joint,4,cms_drivetrain:comms->drivetrain|no_speed_development:control->pitch|high_yaw_load:yaw->external|cable_overload:converter->electrical,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->pitch|stop:High yaw load->external|warning:Cable overload->electrical,4213,9386.501584975991,83.65741025636062,8.695821233837933,7.646768509801461,16.342589743639394,994,1533.9974453128357,709,717.7640473719591,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.11859901594615341,,False,False,False
cms_drivetrain:comms->drivetrain+no_speed_development:control->brake_hydraulic,joint,2,cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic,4213,9386.501584975991,83.65272787244126,8.697344365487496,7.6499277620712425,16.34727212755874,996,1534.4369573536394,710,718.0605906363355,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.1217582682159346,,False,False,False
joint_3slots,joint,3,cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic|cable_overload:converter->electrical,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic|warning:Cable overload->electrical,4213,9386.501584975991,83.65272787244126,8.697344365487496,7.6499277620712425,16.34727212755874,996,1534.4369573536394,710,718.0605906363355,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.1217582682159346,,False,False,False
joint_3slots,joint,3,cms_drivetrain:comms->drivetrain|no_speed_development:control->brake_hydraulic|high_yaw_load:yaw->external,warning:Comm.err. IEC server <- CMS drive tr.->drivetrain|warning:Comm.err. IEC client -> CMS drive tr.->drivetrain|warning:CMS drive train system error->drivetrain|stop:No speed development->brake_hydraulic|stop:High yaw load->external,4213,9386.501584975991,83.65272787244126,8.697344365487496,7.6499277620712425,16.34727212755874,996,1534.4369573536394,710,718.0605906363355,977,1741.3485003248225,0.0,0,actionable_unacted,True,20.788888888888888,2,0.1217582682159346,,False,False,False
