event_id,farm,turbine,start,duration_h,lost_energy_mwh,planned_charge_mwh_p50,planned_charge_mwh_p75,recoverable_mwh_p50,recoverable_mwh_p75,clipped_p50,clipped_p75,zero_energy
1733,penmanshiel,P02,2020-09-18 22:51:10,0.326667,0.029841,0.09299,0.23838,0.0,0.0,True,True,False
1734,penmanshiel,P02,2020-09-19 08:20:57,0.126389,0.0,0.0,0.0,0.0,0.0,False,False,True
1735,penmanshiel,P02,2020-09-19 08:47:10,1.100833,0.049312,0.033467,0.085794,0.015844,0.0,False,True,False
1736,penmanshiel,P02,2020-09-19 09:55:13,1.787778,0.011375,0.004913,0.012594,0.006462,0.0,False,True,False
1801,penmanshiel,P02,2022-02-01 12:37:50,0.290278,0.679453,1.613985,4.137446,0.0,0.0,True,True,False
1802,penmanshiel,P02,2022-02-01 12:58:39,0.419722,1.01918,1.613985,4.137446,0.0,0.0,True,True,False
1803,penmanshiel,P02,2022-02-01 14:10:40,0.190278,0.237495,1.613985,4.137446,0.0,0.0,True,True,False
1804,penmanshiel,P02,2022-02-01 15:22:40,0.258333,0.339727,1.613985,4.137446,0.0,0.0,True,True,False
1842,penmanshiel,P02,2022-10-14 07:43:38,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
1877,penmanshiel,P02,2023-11-17 18:54:34,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
1983,penmanshiel,P04,2017-12-22 20:53:31,1.97,2.750689,1.132711,2.903702,1.617978,0.0,False,True,False
1985,penmanshiel,P04,2017-12-23 14:15:47,0.356111,0.680957,1.617569,4.146633,0.0,0.0,True,True,False
2121,penmanshiel,P04,2023-04-28 19:42:00,0.028056,0.0,0.0,0.0,0.0,0.0,False,False,True
2122,penmanshiel,P04,2023-04-30 14:07:35,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2123,penmanshiel,P04,2023-04-30 16:00:54,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2124,penmanshiel,P04,2023-04-30 20:32:35,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2125,penmanshiel,P04,2023-04-30 23:09:22,0.030278,0.048602,0.315628,0.809111,0.0,0.0,True,True,False
2126,penmanshiel,P04,2023-05-03 01:16:04,0.026111,0.0,0.0,0.0,0.0,0.0,False,False,True
2127,penmanshiel,P04,2023-05-03 02:50:08,0.026111,0.0,0.0,0.0,0.0,0.0,False,False,True
2128,penmanshiel,P04,2023-05-03 06:26:37,0.029167,0.0,0.0,0.0,0.0,0.0,False,False,True
2129,penmanshiel,P04,2023-05-05 15:01:58,0.025556,0.0,0.0,0.0,0.0,0.0,False,False,True
2130,penmanshiel,P04,2023-05-05 16:13:59,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2131,penmanshiel,P04,2023-05-05 18:51:00,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2132,penmanshiel,P04,2023-05-05 20:53:36,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2133,penmanshiel,P04,2023-05-05 23:41:20,0.028611,0.0,0.0,0.0,0.0,0.0,False,False,True
2134,penmanshiel,P04,2023-05-06 06:42:30,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2135,penmanshiel,P04,2023-05-06 08:32:30,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2136,penmanshiel,P04,2023-05-07 02:54:34,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
2137,penmanshiel,P04,2023-05-07 07:46:41,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2138,penmanshiel,P04,2023-05-09 10:42:49,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2139,penmanshiel,P04,2023-05-09 20:27:54,0.026111,0.0,0.0,0.0,0.0,0.0,False,False,True
2140,penmanshiel,P04,2023-05-09 21:29:38,3.655,0.004228,0.000913,0.00234,0.003315,0.001887,False,False,False
2141,penmanshiel,P04,2023-05-11 00:21:12,0.026389,0.0,0.0,0.0,0.0,0.0,False,False,True
2142,penmanshiel,P04,2023-05-11 01:23:32,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
2143,penmanshiel,P04,2023-05-11 06:48:16,0.026944,0.0,0.0,0.0,0.0,0.0,False,False,True
2144,penmanshiel,P04,2023-05-11 08:50:51,4.531389,0.288477,0.050759,0.130122,0.237717,0.158355,False,False,False
2178,penmanshiel,P04,2023-06-23 14:08:57,283.296667,210.149692,0.587286,1.505506,209.562406,208.644186,False,False,False
2194,penmanshiel,P04,2023-11-28 16:40:49,0.023611,0.0,0.0,0.0,0.0,0.0,False,False,True
2358,penmanshiel,P05,2021-11-27 08:34:51,0.175,0.336706,1.616709,4.144429,0.0,0.0,True,True,False
2362,penmanshiel,P05,2021-12-21 15:53:08,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2363,penmanshiel,P05,2021-12-21 18:12:59,0.029167,0.0,0.0,0.0,0.0,0.0,False,False,True
2364,penmanshiel,P05,2021-12-21 18:17:09,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
2365,penmanshiel,P05,2021-12-22 15:28:20,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2366,penmanshiel,P05,2021-12-22 15:40:11,0.021111,0.0,0.0,0.0,0.0,0.0,False,False,True
2367,penmanshiel,P05,2021-12-22 15:44:58,0.060556,0.0,0.0,0.0,0.0,0.0,False,False,True
2379,penmanshiel,P05,2022-02-21 19:28:57,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2380,penmanshiel,P05,2022-02-21 19:32:22,0.050833,0.0,0.0,0.0,0.0,0.0,False,False,True
2396,penmanshiel,P05,2022-03-18 04:48:41,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2397,penmanshiel,P05,2022-03-18 04:56:18,0.618611,0.0,0.0,0.0,0.0,0.0,False,False,True
2398,penmanshiel,P05,2022-03-18 05:46:09,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2399,penmanshiel,P05,2022-03-18 05:57:18,0.653889,0.0,0.0,0.0,0.0,0.0,False,False,True
2400,penmanshiel,P05,2022-03-18 06:41:55,0.051944,0.0,0.0,0.0,0.0,0.0,False,False,True
2401,penmanshiel,P05,2022-03-18 07:09:14,0.662778,0.0,0.0,0.0,0.0,0.0,False,False,True
2402,penmanshiel,P05,2022-03-18 07:58:20,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
2403,penmanshiel,P05,2022-03-18 08:01:43,0.019444,0.0,0.0,0.0,0.0,0.0,False,False,True
2404,penmanshiel,P05,2022-03-18 08:04:47,0.096389,0.0,0.0,0.0,0.0,0.0,False,False,True
2405,penmanshiel,P05,2022-03-18 08:14:33,0.180833,0.0,0.0,0.0,0.0,0.0,False,False,True
2406,penmanshiel,P05,2022-03-18 08:28:38,0.101389,0.0,0.0,0.0,0.0,0.0,False,False,True
2408,penmanshiel,P05,2022-03-30 14:50:20,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
2409,penmanshiel,P05,2022-04-01 12:09:36,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
2410,penmanshiel,P05,2022-04-01 12:15:40,0.028889,0.0,0.0,0.0,0.0,0.0,False,False,True
2411,penmanshiel,P05,2022-04-01 12:21:12,0.030833,0.0,0.0,0.0,0.0,0.0,False,False,True
2412,penmanshiel,P05,2022-04-01 12:24:48,0.074722,0.0,0.0,0.0,0.0,0.0,False,False,True
2413,penmanshiel,P05,2022-04-01 12:34:05,0.029722,0.0,0.0,0.0,0.0,0.0,False,False,True
2414,penmanshiel,P05,2022-04-01 12:46:37,0.356944,0.0,0.0,0.0,0.0,0.0,False,False,True
2415,penmanshiel,P05,2022-04-01 20:17:29,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
2416,penmanshiel,P05,2022-04-01 20:33:32,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
2417,penmanshiel,P05,2022-04-01 20:42:43,0.244444,0.0,0.0,0.0,0.0,0.0,False,False,True
2418,penmanshiel,P05,2022-04-01 20:58:29,0.018611,0.0,0.0,0.0,0.0,0.0,False,False,True
2419,penmanshiel,P05,2022-04-01 21:10:58,0.325556,0.0,0.0,0.0,0.0,0.0,False,False,True
2420,penmanshiel,P05,2022-04-01 21:34:11,0.101389,0.0,0.0,0.0,0.0,0.0,False,False,True
2421,penmanshiel,P05,2022-04-01 21:41:28,60.7225,31.759857,0.414521,1.062625,31.345336,30.697233,False,False,False
2504,penmanshiel,P06,2016-11-14 04:16:34,0.183056,0.240884,1.144398,2.933661,0.0,0.0,True,True,False
2705,penmanshiel,P06,2022-12-12 17:18:42,0.025,0.0,0.0,0.0,0.0,0.0,False,False,True
2708,penmanshiel,P06,2022-12-31 05:49:43,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
2709,penmanshiel,P06,2022-12-31 05:52:43,0.042222,0.0,0.0,0.0,0.0,0.0,False,False,True
2710,penmanshiel,P06,2022-12-31 06:01:02,0.019167,0.0,0.0,0.0,0.0,0.0,False,False,True
2711,penmanshiel,P06,2022-12-31 06:04:17,0.019722,0.0,0.0,0.0,0.0,0.0,False,False,True
2712,penmanshiel,P06,2022-12-31 06:06:45,0.019722,0.0,0.0,0.0,0.0,0.0,False,False,True
2713,penmanshiel,P06,2022-12-31 06:20:12,0.039444,0.0,0.0,0.0,0.0,0.0,False,False,True
2715,penmanshiel,P06,2022-12-31 12:56:34,18.346389,1.879517,0.135292,0.346821,1.744225,1.532696,False,False,False
2724,penmanshiel,P06,2023-05-05 15:16:33,65.038333,9.406803,0.11459,0.293752,9.292213,9.113051,False,False,False
2829,penmanshiel,P07,2017-04-26 03:46:36,5.901389,4.491333,0.59271,1.519412,3.898623,2.971921,False,False,False
2831,penmanshiel,P07,2017-04-26 11:23:58,0.401944,0.140815,0.334493,0.857473,0.0,0.0,True,True,False
2832,penmanshiel,P07,2017-04-26 12:10:58,0.366389,0.115984,0.296663,0.760495,0.0,0.0,True,True,False
2833,penmanshiel,P07,2017-04-26 12:55:17,26.0075,11.202792,0.34117,0.87459,10.861621,10.328202,False,False,False
2922,penmanshiel,P07,2021-04-18 21:13:21,0.650278,0.0,0.0,0.0,0.0,0.0,False,False,True
2968,penmanshiel,P07,2022-12-27 08:46:05,0.835,0.035892,0.034103,0.087423,0.001789,0.0,False,True,False
2969,penmanshiel,P07,2022-12-27 09:38:32,3.588056,3.516547,0.759388,1.946688,2.757159,1.569858,False,False,False
2970,penmanshiel,P07,2022-12-27 13:16:30,0.023889,0.0,0.0,0.0,0.0,0.0,False,False,True
2971,penmanshiel,P07,2022-12-27 13:19:04,0.005833,0.0,0.0,0.0,0.0,0.0,False,False,True
2972,penmanshiel,P07,2022-12-27 13:20:36,0.005556,0.0,0.0,0.0,0.0,0.0,False,False,True
2973,penmanshiel,P07,2022-12-27 13:23:06,0.854444,0.859613,0.816775,2.093801,0.042837,0.0,False,True,False
2974,penmanshiel,P07,2022-12-27 14:16:32,4.821389,0.709321,0.116202,0.297884,0.593118,0.411436,False,False,False
2975,penmanshiel,P07,2022-12-27 19:56:10,42.35,44.469038,0.831752,2.132194,43.637286,42.336844,False,False,False
2989,penmanshiel,P07,2023-09-26 11:49:17,0.030278,0.150847,1.310693,3.359959,0.0,0.0,True,True,False
2990,penmanshiel,P07,2023-09-26 12:03:19,0.933056,1.308158,1.242968,3.186346,0.06519,0.0,False,True,False
2991,penmanshiel,P07,2023-09-26 13:26:44,0.519722,0.502405,0.795615,2.039556,0.0,0.0,True,True,False
2993,penmanshiel,P07,2023-09-27 13:09:34,163.876389,125.808841,0.607415,1.557108,125.201426,124.251733,False,False,False
2995,penmanshiel,P07,2023-10-04 20:45:56,0.231389,0.102577,0.487325,1.249256,0.0,0.0,True,True,False
3001,penmanshiel,P07,2023-12-24 06:29:10,0.258889,0.588205,1.619987,4.152832,0.0,0.0,True,True,False
3253,penmanshiel,P08,2022-03-25 18:30:35,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3254,penmanshiel,P08,2022-03-25 18:33:54,0.052222,0.0,0.0,0.0,0.0,0.0,False,False,True
3255,penmanshiel,P08,2022-03-25 18:46:29,0.071944,0.0,0.0,0.0,0.0,0.0,False,False,True
3256,penmanshiel,P08,2022-03-25 18:53:39,0.425833,0.0,0.0,0.0,0.0,0.0,False,False,True
3257,penmanshiel,P08,2022-03-25 19:21:38,0.226111,0.0,0.0,0.0,0.0,0.0,False,False,True
3258,penmanshiel,P08,2022-03-27 05:14:30,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3259,penmanshiel,P08,2022-03-27 05:26:38,0.104444,0.0,0.0,0.0,0.0,0.0,False,False,True
3260,penmanshiel,P08,2022-03-27 07:57:44,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3261,penmanshiel,P08,2022-03-27 08:18:35,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3262,penmanshiel,P08,2022-03-27 09:15:36,0.019167,0.0,0.0,0.0,0.0,0.0,False,False,True
3263,penmanshiel,P08,2022-03-27 09:44:07,0.031111,0.0,0.0,0.0,0.0,0.0,False,False,True
3264,penmanshiel,P08,2022-03-27 11:17:32,0.350556,0.0,0.0,0.0,0.0,0.0,False,False,True
3265,penmanshiel,P08,2022-03-27 14:21:34,0.475,0.0,0.0,0.0,0.0,0.0,False,False,True
3266,penmanshiel,P08,2022-03-27 18:24:50,0.018611,0.0,0.0,0.0,0.0,0.0,False,False,True
3271,penmanshiel,P08,2022-04-14 19:43:27,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3272,penmanshiel,P08,2022-04-14 19:48:53,0.022222,0.0,0.0,0.0,0.0,0.0,False,False,True
3273,penmanshiel,P08,2022-04-14 20:00:28,0.021111,0.0,0.0,0.0,0.0,0.0,False,False,True
3274,penmanshiel,P08,2022-04-15 08:09:01,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3277,penmanshiel,P08,2022-04-29 07:31:53,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3278,penmanshiel,P08,2022-04-29 07:47:15,0.019167,0.0,0.0,0.0,0.0,0.0,False,False,True
3279,penmanshiel,P08,2022-04-29 08:15:45,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3280,penmanshiel,P08,2022-04-29 08:25:57,0.018889,0.0,0.0,0.0,0.0,0.0,False,False,True
3281,penmanshiel,P08,2022-04-29 08:30:56,0.019167,0.0,0.0,0.0,0.0,0.0,False,False,True
3282,penmanshiel,P08,2022-04-30 02:45:29,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3283,penmanshiel,P08,2022-04-30 04:55:34,0.018611,0.0,0.0,0.0,0.0,0.0,False,False,True
3284,penmanshiel,P08,2022-05-01 09:48:00,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3285,penmanshiel,P08,2022-05-01 09:51:05,0.023056,0.0,0.0,0.0,0.0,0.0,False,False,True
3286,penmanshiel,P08,2022-05-01 09:56:09,0.0225,0.0,0.0,0.0,0.0,0.0,False,False,True
3293,penmanshiel,P08,2022-05-14 20:21:49,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3294,penmanshiel,P08,2022-05-15 00:08:36,0.371667,0.0,0.0,0.0,0.0,0.0,False,False,True
3295,penmanshiel,P08,2022-05-15 00:35:20,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3296,penmanshiel,P08,2022-05-15 00:38:29,0.490556,0.0,0.0,0.0,0.0,0.0,False,False,True
3297,penmanshiel,P08,2022-05-16 17:06:45,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
3298,penmanshiel,P08,2022-05-16 17:15:28,0.034444,0.0,0.0,0.0,0.0,0.0,False,False,True
3299,penmanshiel,P08,2022-05-16 17:20:21,0.020278,0.0,0.0,0.0,0.0,0.0,False,False,True
3300,penmanshiel,P08,2022-05-16 18:24:26,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3301,penmanshiel,P08,2022-05-16 18:30:45,0.027778,0.0,0.0,0.0,0.0,0.0,False,False,True
3302,penmanshiel,P08,2022-05-16 20:44:38,0.018889,0.0,0.0,0.0,0.0,0.0,False,False,True
3303,penmanshiel,P08,2022-05-16 20:50:25,0.039444,0.0,0.0,0.0,0.0,0.0,False,False,True
3304,penmanshiel,P08,2022-05-16 23:00:15,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3313,penmanshiel,P08,2022-05-24 11:11:43,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
3314,penmanshiel,P08,2022-05-24 11:22:07,0.0275,0.0,0.0,0.0,0.0,0.0,False,False,True
3315,penmanshiel,P08,2022-05-24 11:46:54,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3316,penmanshiel,P08,2022-05-24 11:51:34,0.853889,0.0,0.0,0.0,0.0,0.0,False,False,True
3317,penmanshiel,P08,2022-05-24 12:44:05,0.0425,0.0,0.0,0.0,0.0,0.0,False,False,True
3318,penmanshiel,P08,2022-05-24 12:50:27,0.039722,0.0,0.0,0.0,0.0,0.0,False,False,True
3319,penmanshiel,P08,2022-05-24 12:55:27,0.033056,0.0,0.0,0.0,0.0,0.0,False,False,True
3320,penmanshiel,P08,2022-05-24 13:05:14,0.971667,0.0,0.0,0.0,0.0,0.0,False,False,True
3321,penmanshiel,P08,2022-05-24 14:17:42,0.049167,0.0,0.0,0.0,0.0,0.0,False,False,True
3322,penmanshiel,P08,2022-05-24 14:28:32,0.019167,0.0,0.0,0.0,0.0,0.0,False,False,True
3323,penmanshiel,P08,2022-05-24 14:31:34,0.018611,0.0,0.0,0.0,0.0,0.0,False,False,True
3324,penmanshiel,P08,2022-05-24 15:50:16,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3325,penmanshiel,P08,2022-05-24 15:56:32,0.02,0.0,0.0,0.0,0.0,0.0,False,False,True
3330,penmanshiel,P08,2022-05-29 19:20:36,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3331,penmanshiel,P08,2022-05-29 21:06:57,0.045,0.0,0.0,0.0,0.0,0.0,False,False,True
3332,penmanshiel,P08,2022-05-30 07:42:32,0.040556,0.0,0.0,0.0,0.0,0.0,False,False,True
3333,penmanshiel,P08,2022-05-30 07:47:49,0.022778,0.0,0.0,0.0,0.0,0.0,False,False,True
3334,penmanshiel,P08,2022-05-30 07:53:44,0.021667,0.0,0.0,0.0,0.0,0.0,False,False,True
3335,penmanshiel,P08,2022-05-30 12:17:24,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
3336,penmanshiel,P08,2022-06-01 13:46:02,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3337,penmanshiel,P08,2022-06-01 14:01:11,0.028611,0.0,0.0,0.0,0.0,0.0,False,False,True
3338,penmanshiel,P08,2022-06-01 14:07:04,0.021944,0.0,0.0,0.0,0.0,0.0,False,False,True
3339,penmanshiel,P08,2022-06-01 14:50:25,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3340,penmanshiel,P08,2022-06-01 14:53:19,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3341,penmanshiel,P08,2022-06-01 15:05:23,4.124722,9.4e-05,1.8e-05,4.6e-05,7.6e-05,4.8e-05,False,False,False
3342,penmanshiel,P08,2022-06-02 05:54:50,0.038889,0.0,0.0,0.0,0.0,0.0,False,False,True
3343,penmanshiel,P08,2022-06-02 05:58:28,0.059722,0.0,0.0,0.0,0.0,0.0,False,False,True
3344,penmanshiel,P08,2022-06-02 06:05:28,0.371389,0.0,0.0,0.0,0.0,0.0,False,False,True
3345,penmanshiel,P08,2022-06-02 07:26:19,0.019444,0.0,0.0,0.0,0.0,0.0,False,False,True
3346,penmanshiel,P08,2022-06-02 07:41:34,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3347,penmanshiel,P08,2022-06-02 07:57:47,0.076389,0.0,0.0,0.0,0.0,0.0,False,False,True
3348,penmanshiel,P08,2022-06-02 08:05:38,0.028056,0.0,0.0,0.0,0.0,0.0,False,False,True
3349,penmanshiel,P08,2022-06-02 10:01:20,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3350,penmanshiel,P08,2022-06-03 01:51:26,0.255278,0.0,0.0,0.0,0.0,0.0,False,False,True
3351,penmanshiel,P08,2022-06-04 05:48:28,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3352,penmanshiel,P08,2022-06-04 07:30:30,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3353,penmanshiel,P08,2022-06-04 08:34:15,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3354,penmanshiel,P08,2022-06-05 21:46:54,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3355,penmanshiel,P08,2022-06-07 12:22:29,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
3356,penmanshiel,P08,2022-06-07 13:25:30,0.059444,0.0,0.0,0.0,0.0,0.0,False,False,True
3357,penmanshiel,P08,2022-06-07 13:33:35,0.019444,0.0,0.0,0.0,0.0,0.0,False,False,True
3358,penmanshiel,P08,2022-06-07 14:52:51,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3359,penmanshiel,P08,2022-06-07 15:26:26,0.02,0.0,0.0,0.0,0.0,0.0,False,False,True
3360,penmanshiel,P08,2022-06-07 15:32:58,0.039444,0.0,0.0,0.0,0.0,0.0,False,False,True
3361,penmanshiel,P08,2022-06-07 15:57:48,0.336944,0.0,0.0,0.0,0.0,0.0,False,False,True
3362,penmanshiel,P08,2022-06-07 16:21:20,2.236944,0.080213,0.029314,0.075145,0.050899,0.005067,False,False,False
3363,penmanshiel,P08,2022-06-08 16:10:39,0.025556,0.0,0.0,0.0,0.0,0.0,False,False,True
3364,penmanshiel,P08,2022-06-08 16:18:17,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
3365,penmanshiel,P08,2022-06-08 16:22:57,0.019722,0.0,0.0,0.0,0.0,0.0,False,False,True
3366,penmanshiel,P08,2022-06-08 16:27:04,0.028611,0.0,0.0,0.0,0.0,0.0,False,False,True
3367,penmanshiel,P08,2022-06-08 17:30:17,0.028056,0.0,0.0,0.0,0.0,0.0,False,False,True
3368,penmanshiel,P08,2022-06-08 18:54:16,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3369,penmanshiel,P08,2022-06-08 18:56:50,0.018611,0.0,0.0,0.0,0.0,0.0,False,False,True
3370,penmanshiel,P08,2022-06-08 19:01:50,1.302222,0.0,0.0,0.0,0.0,0.0,False,False,True
3371,penmanshiel,P08,2022-06-08 20:29:48,0.017778,0.0,0.0,0.0,0.0,0.0,False,False,True
3372,penmanshiel,P08,2022-06-08 20:51:42,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3373,penmanshiel,P08,2022-06-08 20:54:25,0.026667,0.0,0.0,0.0,0.0,0.0,False,False,True
3374,penmanshiel,P08,2022-06-08 20:57:02,0.540278,0.0,0.0,0.0,0.0,0.0,False,False,True
3375,penmanshiel,P08,2022-06-08 23:25:33,0.054722,0.0,0.0,0.0,0.0,0.0,False,False,True
3376,penmanshiel,P08,2022-06-08 23:32:48,0.053056,0.0,0.0,0.0,0.0,0.0,False,False,True
3377,penmanshiel,P08,2022-06-08 23:38:01,0.050833,0.0,0.0,0.0,0.0,0.0,False,False,True
3378,penmanshiel,P08,2022-06-08 23:42:22,0.028333,0.0,0.0,0.0,0.0,0.0,False,False,True
3379,penmanshiel,P08,2022-06-08 23:47:17,0.566111,0.0,0.0,0.0,0.0,0.0,False,False,True
3380,penmanshiel,P08,2022-06-09 00:41:32,0.02,0.0,0.0,0.0,0.0,0.0,False,False,True
3381,penmanshiel,P08,2022-06-09 00:59:49,0.025278,0.0,0.0,0.0,0.0,0.0,False,False,True
3382,penmanshiel,P08,2022-06-09 01:06:11,0.080556,0.0,0.0,0.0,0.0,0.0,False,False,True
3383,penmanshiel,P08,2022-06-09 01:12:39,0.018333,0.0,0.0,0.0,0.0,0.0,False,False,True
3384,penmanshiel,P08,2022-06-09 01:15:54,0.018611,0.0,0.0,0.0,0.0,0.0,False,False,True
3385,penmanshiel,P08,2022-06-09 01:20:25,0.020556,0.0,0.0,0.0,0.0,0.0,False,False,True
3386,penmanshiel,P08,2022-06-09 01:31:09,4.807778,0.0,0.0,0.0,0.0,0.0,False,False,True
3665,penmanshiel,P09,2020-09-23 16:55:15,18.207778,4.88285,0.212822,0.545569,4.670028,4.337281,False,False,False
3685,penmanshiel,P09,2021-04-29 23:23:42,0.549444,0.0,0.262266,0.672318,0.0,0.0,True,True,True
3686,penmanshiel,P09,2021-04-30 05:22:38,6.603056,0.025909,0.443623,1.137228,0.0,0.0,True,True,False
3687,penmanshiel,P09,2021-04-30 18:34:11,0.001944,0.0,0.0,0.0,0.0,0.0,False,False,True
3688,penmanshiel,P09,2021-04-30 23:40:29,0.028889,0.0,0.0,0.0,0.0,0.0,False,False,True
3689,penmanshiel,P09,2021-04-30 23:43:14,0.006389,0.0,0.0,0.0,0.0,0.0,False,False,True
3770,penmanshiel,P09,2023-12-24 17:10:52,0.258333,0.302852,1.625648,4.167345,0.0,0.0,True,True,False
4009,penmanshiel,P11,2016-09-02 03:37:13,0.1825,0.052644,0.250102,0.641136,0.0,0.0,True,True,False
4095,penmanshiel,P11,2017-06-10 12:29:21,27.15,42.390616,1.235526,3.167268,41.15509,39.223348,False,False,False
4097,penmanshiel,P11,2017-06-11 16:35:51,0.360833,0.547987,1.303306,3.341021,0.0,0.0,True,True,False
4340,penmanshiel,P11,2022-02-02 11:01:18,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
4365,penmanshiel,P11,2022-08-09 08:11:32,0.035,0.0,0.0,0.0,0.0,0.0,False,False,True
4366,penmanshiel,P11,2022-08-09 23:22:14,0.052222,0.0,0.0,0.0,0.0,0.0,False,False,True
4367,penmanshiel,P11,2022-08-12 16:33:36,0.033611,0.0,0.0,0.0,0.0,0.0,False,False,True
4379,penmanshiel,P11,2022-08-23 13:06:32,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
4380,penmanshiel,P11,2022-08-25 16:10:17,0.100833,0.0,0.0,0.0,0.0,0.0,False,False,True
4381,penmanshiel,P11,2022-08-26 15:15:48,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
4382,penmanshiel,P11,2022-08-27 02:15:40,0.021944,0.0,0.0,0.0,0.0,0.0,False,False,True
4383,penmanshiel,P11,2022-08-27 02:27:27,0.023611,0.0,0.0,0.0,0.0,0.0,False,False,True
4384,penmanshiel,P11,2022-08-27 20:13:15,0.024722,0.0,0.0,0.0,0.0,0.0,False,False,True
4385,penmanshiel,P11,2022-08-28 06:44:41,0.573333,0.0,0.0,0.0,0.0,0.0,False,False,True
4386,penmanshiel,P11,2022-08-28 09:54:19,0.0275,0.0,0.0,0.0,0.0,0.0,False,False,True
4387,penmanshiel,P11,2022-08-28 22:09:07,0.030278,0.0,0.0,0.0,0.0,0.0,False,False,True
4388,penmanshiel,P11,2022-08-29 13:09:07,0.075556,0.008054,0.047756,0.122422,0.0,0.0,True,True,False
4389,penmanshiel,P11,2022-08-30 00:47:38,0.032222,0.0,0.0,0.0,0.0,0.0,False,False,True
4391,penmanshiel,P11,2022-09-01 19:30:45,0.03,0.0,0.0,0.0,0.0,0.0,False,False,True
4392,penmanshiel,P11,2022-09-01 19:33:51,0.026667,0.0,0.0,0.0,0.0,0.0,False,False,True
4393,penmanshiel,P11,2022-09-03 09:38:03,0.04,0.0818,0.957149,2.453649,0.0,0.0,True,True,False
4394,penmanshiel,P11,2022-09-04 17:08:32,0.052222,0.044527,0.299621,0.768079,0.0,0.0,True,True,False
4395,penmanshiel,P11,2022-09-04 20:59:53,0.030278,0.049011,0.252239,0.646613,0.0,0.0,True,True,False
